,年度,節,チーム,順位,勝点,試合,勝,分,敗,得点,失点,得失点差,カテゴリ
12884,2018,11,ＳＣ相模原,10,12.0,8,3,3,2,14,11,3,J3
12885,2018,11,ザスパクサツ群馬,11,12.0,9,3,3,3,9,11,-2,J3
12886,2018,11,藤枝ＭＹＦＣ,12,10.0,10,3,1,6,9,15,-6,J3
12887,2018,11,ＡＣ長野パルセイロ,13,9.0,9,1,6,2,12,13,-1,J3
12888,2018,11,ギラヴァンツ北九州,14,8.0,9,2,2,5,6,13,-7,J3
12889,2018,11,ＦＣ東京Ｕ−２３,15,7.0,8,2,1,5,6,10,-4,J3
12890,2018,11,いわてグルージャ盛岡,16,7.0,9,2,1,6,9,16,-7,J3
12891,2018,11,カターレ富山,17,6.0,10,2,0,8,10,20,-10,J3
12892,2018,11,セレッソ大阪Ｕ−２３,2,18.0,9,5,3,1,15,8,7,J3
12893,2018,11,鹿児島ユナイテッドＦＣ,3,17.0,9,5,2,2,17,9,8,J3
12894,2018,11,福島ユナイテッドＦＣ,4,17.0,9,5,2,2,10,8,2,J3
12895,2018,11,ブラウブリッツ秋田,5,16.0,10,5,1,4,11,7,4,J3
12896,2018,11,ＦＣ琉球,6,15.0,10,4,3,3,17,15,2,J3
12897,2018,11,ガイナーレ鳥取,7,15.0,10,4,3,3,13,14,-1,J3
12898,2018,11,Ｙ．Ｓ．Ｃ．Ｃ．横浜,8,14.0,9,4,2,3,18,13,5,J3
12899,2018,11,ガンバ大阪Ｕ−２３,9,14.0,9,4,2,3,15,14,1,J3
12900,2018,12,鹿児島ユナイテッドＦＣ,1,20.0,10,6,2,2,19,10,9,J3
12901,2018,12,ガイナーレ鳥取,10,15.0,11,4,3,4,15,17,-2,J3
12902,2018,12,藤枝ＭＹＦＣ,11,13.0,11,4,1,6,13,15,-2,J3
12903,2018,12,ＳＣ相模原,12,12.0,9,3,3,3,15,13,2,J3
12904,2018,12,ＡＣ長野パルセイロ,13,12.0,10,2,6,2,14,14,0,J3
12905,2018,12,カターレ富山,14,9.0,11,3,0,8,13,22,-9,J3
12906,2018,12,ギラヴァンツ北九州,15,8.0,10,2,2,6,6,17,-11,J3
12907,2018,12,ＦＣ東京Ｕ−２３,16,7.0,9,2,1,6,7,14,-7,J3
12908,2018,12,いわてグルージャ盛岡,17,7.0,10,2,1,7,9,20,-11,J3
12909,2018,12,アスルクラロ沼津,2,20.0,10,6,2,2,12,6,6,J3
12910,2018,12,セレッソ大阪Ｕ−２３,3,19.0,10,5,4,1,16,9,7,J3
12911,2018,12,福島ユナイテッドＦＣ,4,18.0,10,5,3,2,10,8,2,J3
12912,2018,12,ガンバ大阪Ｕ−２３,5,17.0,10,5,2,3,19,14,5,J3
12913,2018,12,ブラウブリッツ秋田,6,16.0,11,5,1,5,12,9,3,J3
12914,2018,12,Ｙ．Ｓ．Ｃ．Ｃ．横浜,7,15.0,10,4,3,3,19,14,5,J3
12915,2018,12,ＦＣ琉球,8,15.0,10,4,3,3,17,15,2,J3
12916,2018,12,ザスパクサツ群馬,9,15.0,10,4,3,3,13,12,1,J3
12917,2018,13,鹿児島ユナイテッドＦＣ,1,23.0,11,7,2,2,22,12,10,J3
12918,2018,13,ザスパクサツ群馬,10,16.0,11,4,4,3,13,12,1,J3
12919,2018,13,藤枝ＭＹＦＣ,11,16.0,12,5,1,6,15,16,-1,J3
12920,2018,13,ＳＣ相模原,12,12.0,10,3,3,4,16,15,1,J3
12921,2018,13,ＡＣ長野パルセイロ,13,12.0,11,2,6,3,14,16,-2,J3
12922,2018,13,カターレ富山,14,12.0,12,4,0,8,16,22,-6,J3
12923,2018,13,ＦＣ東京Ｕ−２３,15,10.0,11,3,1,7,13,19,-6,J3
12924,2018,13,いわてグルージャ盛岡,16,8.0,11,2,2,7,9,20,-11,J3
12925,2018,13,ギラヴァンツ北九州,17,8.0,11,2,2,7,6,20,-14,J3
12926,2018,13,セレッソ大阪Ｕ−２３,2,20.0,11,5,5,1,17,10,7,J3
12927,2018,13,アスルクラロ沼津,3,20.0,10,6,2,2,12,6,6,J3
12928,2018,13,福島ユナイテッドＦＣ,4,19.0,11,5,4,2,10,8,2,J3
12929,2018,13,ＦＣ琉球,5,18.0,11,5,3,3,19,15,4,J3
12930,2018,13,ガンバ大阪Ｕ−２３,6,18.0,12,5,3,4,22,19,3,J3
12931,2018,13,ガイナーレ鳥取,7,18.0,12,5,3,4,17,17,0,J3
12932,2018,13,Ｙ．Ｓ．Ｃ．Ｃ．横浜,8,16.0,11,4,4,3,19,14,5,J3
12933,2018,13,ブラウブリッツ秋田,9,16.0,12,5,1,6,12,11,1,J3
12934,2018,14,鹿児島ユナイテッドＦＣ,1,24.0,12,7,3,2,22,12,10,J3
12935,2018,14,ブラウブリッツ秋田,10,17.0,13,5,2,6,12,11,1,J3
12936,2018,14,藤枝ＭＹＦＣ,11,16.0,12,5,1,6,15,16,-1,J3
12937,2018,14,カターレ富山,12,13.0,13,4,1,8,18,24,-6,J3
12938,2018,14,ＳＣ相模原,13,12.0,11,3,3,5,18,20,-2,J3
12939,2018,14,ＡＣ長野パルセイロ,14,12.0,12,2,6,4,14,17,-3,J3
12940,2018,14,ＦＣ東京Ｕ−２３,15,11.0,12,3,2,7,13,19,-6,J3
12941,2018,14,いわてグルージャ盛岡,16,11.0,12,3,2,7,11,20,-9,J3
12942,2018,14,ギラヴァンツ北九州,17,8.0,12,2,2,8,6,22,-16,J3
12943,2018,14,ＦＣ琉球,2,21.0,12,6,3,3,24,17,7,J3
12944,2018,14,アスルクラロ沼津,3,21.0,11,6,3,2,12,6,6,J3
12945,2018,14,ガイナーレ鳥取,4,21.0,13,6,3,4,18,17,1,J3
12946,2018,14,セレッソ大阪Ｕ−２３,5,20.0,12,5,5,2,17,11,6,J3
12947,2018,14,福島ユナイテッドＦＣ,6,20.0,12,5,5,2,11,9,2,J3
12948,2018,14,ガンバ大阪Ｕ−２３,7,19.0,13,5,4,4,23,20,3,J3
12949,2018,14,ザスパクサツ群馬,8,19.0,12,5,4,3,14,12,2,J3
12950,2018,14,Ｙ．Ｓ．Ｃ．Ｃ．横浜,9,17.0,12,4,5,3,21,16,5,J3
12951,2018,15,鹿児島ユナイテッドＦＣ,1,27.0,13,8,3,2,24,13,11,J3
12952,2018,15,ザスパクサツ群馬,10,19.0,13,5,4,4,14,14,0,J3
12953,2018,15,藤枝ＭＹＦＣ,11,16.0,13,5,1,7,15,17,-2,J3
12954,2018,15,いわてグルージャ盛岡,12,14.0,13,4,2,7,14,20,-6,J3
12955,2018,15,ＳＣ相模原,13,13.0,12,3,4,5,20,22,-2,J3
12956,2018,15,カターレ富山,14,13.0,13,4,1,8,18,24,-6,J3
12957,2018,15,ＦＣ東京Ｕ−２３,15,12.0,13,3,3,7,14,20,-6,J3
12958,2018,15,ＡＣ長野パルセイロ,16,12.0,13,2,6,5,14,20,-6,J3
12959,2018,15,ギラヴァンツ北九州,17,8.0,13,2,2,9,8,25,-17,J3
12960,2018,15,アスルクラロ沼津,2,24.0,12,7,3,2,14,6,8,J3
12961,2018,15,ガイナーレ鳥取,3,24.0,14,7,3,4,19,17,2,J3
12962,2018,15,ＦＣ琉球,4,22.0,13,6,4,3,25,18,7,J3
12963,2018,15,福島ユナイテッドＦＣ,5,21.0,13,5,6,2,13,11,2,J3
12964,2018,15,Ｙ．Ｓ．Ｃ．Ｃ．横浜,6,20.0,13,5,5,3,24,18,6,J3
12965,2018,15,セレッソ大阪Ｕ−２３,7,20.0,13,5,5,3,18,13,5,J3
12966,2018,15,ブラウブリッツ秋田,8,20.0,14,6,2,6,13,11,2,J3
12967,2018,15,ガンバ大阪Ｕ−２３,9,19.0,14,5,4,5,23,21,2,J3
12968,2018,16,鹿児島ユナイテッドＦＣ,1,28.0,14,8,4,2,25,14,11,J3
12969,2018,16,ザスパクサツ群馬,10,19.0,13,5,4,4,14,14,0,J3
12970,2018,16,藤枝ＭＹＦＣ,11,19.0,14,6,1,7,17,18,-1,J3
12971,2018,16,いわてグルージャ盛岡,12,17.0,14,5,2,7,17,21,-4,J3
12972,2018,16,ＳＣ相模原,13,16.0,13,4,4,5,21,22,-1,J3
12973,2018,16,ＡＣ長野パルセイロ,14,15.0,14,3,6,5,15,20,-5,J3
12974,2018,16,カターレ富山,15,13.0,14,4,1,9,19,27,-8,J3
12975,2018,16,ＦＣ東京Ｕ−２３,16,12.0,14,3,3,8,14,21,-7,J3
12976,2018,16,ギラヴァンツ北九州,17,9.0,14,2,3,9,10,27,-17,J3
12977,2018,16,ＦＣ琉球,2,25.0,14,7,4,3,26,18,8,J3
12978,2018,16,アスルクラロ沼津,3,24.0,13,7,3,3,14,7,7,J3
12979,2018,16,ガイナーレ鳥取,4,24.0,14,7,3,4,19,17,2,J3
12980,2018,16,福島ユナイテッドＦＣ,5,22.0,14,5,7,2,15,13,2,J3
12981,2018,16,ブラウブリッツ秋田,6,21.0,15,6,3,6,14,12,2,J3
12982,2018,16,Ｙ．Ｓ．Ｃ．Ｃ．横浜,7,20.0,14,5,5,4,24,19,5,J3
12983,2018,16,セレッソ大阪Ｕ−２３,8,20.0,14,5,5,4,19,15,4,J3
12984,2018,16,ガンバ大阪Ｕ−２３,9,19.0,14,5,4,5,23,21,2,J3
12985,2018,17,鹿児島ユナイテッドＦＣ,1,29.0,15,8,5,2,26,15,11,J3
12986,2018,17,藤枝ＭＹＦＣ,10,20.0,15,6,2,7,18,19,-1,J3
12987,2018,17,ザスパクサツ群馬,11,19.0,14,5,4,5,14,15,-1,J3
12988,2018,17,いわてグルージャ盛岡,12,17.0,15,5,2,8,18,25,-7,J3
12989,2018,17,ＳＣ相模原,13,16.0,14,4,4,6,23,25,-2,J3
12990,2018,17,ＡＣ長野パルセイロ,14,16.0,15,3,7,5,16,21,-5,J3
12991,2018,17,カターレ富山,15,16.0,15,5,1,9,20,27,-7,J3
12992,2018,17,ＦＣ東京Ｕ−２３,16,13.0,15,3,4,8,15,22,-7,J3
12993,2018,17,ギラヴァンツ北九州,17,12.0,15,3,3,9,13,27,-14,J3
12994,2018,17,ＦＣ琉球,2,28.0,15,8,4,3,30,19,11,J3
12995,2018,17,アスルクラロ沼津,3,25.0,14,7,4,3,15,8,7,J3
12996,2018,17,ガイナーレ鳥取,4,24.0,15,7,3,5,19,20,-1,J3
12997,2018,17,福島ユナイテッドＦＣ,5,23.0,15,5,8,2,16,14,2,J3
12998,2018,17,ガンバ大阪Ｕ−２３,6,22.0,15,6,4,5,26,23,3,J3
12999,2018,17,Ｙ．Ｓ．Ｃ．Ｃ．横浜,7,21.0,15,5,6,4,25,20,5,J3
13000,2018,17,セレッソ大阪Ｕ−２３,8,21.0,15,5,6,4,20,16,4,J3
13001,2018,17,ブラウブリッツ秋田,9,21.0,15,6,3,6,14,12,2,J3
13002,2018,18,ＦＣ琉球,1,31.0,16,9,4,3,33,19,14,J3
13003,2018,18,藤枝ＭＹＦＣ,10,20.0,16,6,2,8,18,22,-4,J3
13004,2018,18,いわてグルージャ盛岡,11,20.0,16,6,2,8,20,26,-6,J3
13005,2018,18,ＡＣ長野パルセイロ,12,19.0,16,4,7,5,21,21,0,J3
13006,2018,18,ＳＣ相模原,13,19.0,15,5,4,6,25,26,-1,J3
13007,2018,18,ザスパクサツ群馬,14,19.0,14,5,4,5,14,15,-1,J3
13008,2018,18,カターレ富山,15,16.0,16,5,1,10,20,32,-12,J3
13009,2018,18,ＦＣ東京Ｕ−２３,16,13.0,16,3,4,9,17,25,-8,J3
13010,2018,18,ギラヴァンツ北九州,17,12.0,15,3,3,9,13,27,-14,J3
13011,2018,18,鹿児島ユナイテッドＦＣ,2,29.0,15,8,5,2,26,15,11,J3
13012,2018,18,アスルクラロ沼津,3,28.0,15,8,4,3,16,8,8,J3
13013,2018,18,福島ユナイテッドＦＣ,4,26.0,16,6,8,2,19,16,3,J3
13014,2018,18,ガイナーレ鳥取,5,24.0,15,7,3,5,19,20,-1,J3
13015,2018,18,ガンバ大阪Ｕ−２３,6,22.0,15,6,4,5,26,23,3,J3
13016,2018,18,Ｙ．Ｓ．Ｃ．Ｃ．横浜,7,21.0,16,5,6,5,25,21,4,J3
13017,2018,18,セレッソ大阪Ｕ−２３,8,21.0,16,5,6,5,21,18,3,J3
13018,2018,18,ブラウブリッツ秋田,9,21.0,16,6,3,7,15,14,1,J3
13019,2018,19,ＦＣ琉球,1,34.0,17,10,4,3,34,19,15,J3
13020,2018,19,ＡＣ長野パルセイロ,10,22.0,17,5,7,5,22,21,1,J3
13021,2018,19,ブラウブリッツ秋田,11,21.0,17,6,3,8,15,15,0,J3
13022,2018,19,藤枝ＭＹＦＣ,12,20.0,16,6,2,8,18,22,-4,J3
13023,2018,19,いわてグルージャ盛岡,13,20.0,17,6,2,9,20,29,-9,J3
13024,2018,19,ザスパクサツ群馬,14,19.0,15,5,4,6,14,16,-2,J3
13025,2018,19,カターレ富山,15,19.0,17,6,1,10,21,32,-11,J3
13026,2018,19,ＦＣ東京Ｕ−２３,16,13.0,17,3,4,10,18,28,-10,J3
13027,2018,19,ギラヴァンツ北九州,17,13.0,16,3,4,9,13,27,-14,J3
13028,2018,19,鹿児島ユナイテッドＦＣ,2,30.0,16,8,6,2,26,15,11,J3
13029,2018,19,アスルクラロ沼津,3,29.0,16,8,5,3,17,9,8,J3
13030,2018,19,福島ユナイテッドＦＣ,4,27.0,17,6,9,2,20,17,3,J3
13031,2018,19,セレッソ大阪Ｕ−２３,5,24.0,17,6,6,5,24,19,5,J3
13032,2018,19,ガイナーレ鳥取,6,24.0,16,7,3,6,19,21,-2,J3
13033,2018,19,ガンバ大阪Ｕ−２３,7,23.0,16,6,5,5,26,23,3,J3
13034,2018,19,Ｙ．Ｓ．Ｃ．Ｃ．横浜,8,22.0,17,5,7,5,25,21,4,J3
13035,2018,19,ＳＣ相模原,9,22.0,16,6,4,6,28,26,2,J3
13036,2018,20,ＦＣ琉球,1,35.0,18,10,5,3,35,20,15,J3
13037,2018,20,ガンバ大阪Ｕ−２３,10,23.0,17,6,5,6,27,25,2,J3
13038,2018,20,いわてグルージャ盛岡,11,23.0,18,7,2,9,22,30,-8,J3
13039,2018,20,ザスパクサツ群馬,12,22.0,16,6,4,6,16,16,0,J3
13040,2018,20,ＡＣ長野パルセイロ,13,22.0,18,5,7,6,23,23,0,J3
13041,2018,20,藤枝ＭＹＦＣ,14,21.0,17,6,3,8,18,22,-4,J3
13042,2018,20,カターレ富山,15,20.0,18,6,2,10,21,32,-11,J3
13043,2018,20,ＦＣ東京Ｕ−２３,16,13.0,18,3,4,11,18,30,-12,J3
13044,2018,20,ギラヴァンツ北九州,17,13.0,16,3,4,9,13,27,-14,J3
13045,2018,20,アスルクラロ沼津,2,32.0,17,9,5,3,19,9,10,J3
13046,2018,20,鹿児島ユナイテッドＦＣ,3,30.0,17,8,6,3,26,17,9,J3
13047,2018,20,福島ユナイテッドＦＣ,4,28.0,18,6,10,2,21,18,3,J3
13048,2018,20,ガイナーレ鳥取,5,27.0,17,8,3,6,23,21,2,J3
13049,2018,20,ブラウブリッツ秋田,6,24.0,18,7,3,8,17,16,1,J3
13050,2018,20,セレッソ大阪Ｕ−２３,7,24.0,18,6,6,6,24,23,1,J3
13051,2018,20,Ｙ．Ｓ．Ｃ．Ｃ．横浜,8,23.0,18,5,8,5,26,22,4,J3
13052,2018,20,ＳＣ相模原,9,23.0,17,6,5,6,29,27,2,J3
13053,2018,21,ＦＣ琉球,1,38.0,19,11,5,3,40,22,18,J3
13054,2018,21,ＳＣ相模原,10,23.0,17,6,5,6,29,27,2,J3
13055,2018,21,Ｙ．Ｓ．Ｃ．Ｃ．横浜,11,23.0,19,5,8,6,26,25,1,J3
13056,2018,21,カターレ富山,12,23.0,19,7,2,10,24,33,-9,J3
13057,2018,21,いわてグルージャ盛岡,13,23.0,19,7,2,10,24,35,-11,J3
13058,2018,21,ＡＣ長野パルセイロ,14,22.0,19,5,7,7,23,24,-1,J3
13059,2018,21,藤枝ＭＹＦＣ,15,21.0,18,6,3,9,18,26,-8,J3
13060,2018,21,ギラヴァンツ北九州,16,17.0,18,4,5,9,14,27,-13,J3
13061,2018,21,ＦＣ東京Ｕ−２３,17,13.0,19,3,4,12,19,32,-13,J3
13062,2018,21,鹿児島ユナイテッドＦＣ,2,34.0,19,9,7,3,28,18,10,J3
13063,2018,21,アスルクラロ沼津,3,33.0,18,9,6,3,21,11,10,J3
13064,2018,21,ガンバ大阪Ｕ−２３,4,29.0,19,8,5,6,34,25,9,J3
13065,2018,21,ガイナーレ鳥取,5,28.0,19,8,4,7,26,25,1,J3
13066,2018,21,福島ユナイテッドＦＣ,6,28.0,19,6,10,3,22,21,1,J3
13067,2018,21,ザスパクサツ群馬,7,28.0,19,8,4,7,20,22,-2,J3
13068,2018,21,ブラウブリッツ秋田,8,27.0,19,8,3,8,21,16,5,J3
13069,2018,21,セレッソ大阪Ｕ−２３,9,24.0,19,6,6,7,25,25,0,J3
13070,2018,22,ＦＣ琉球,1,41.0,20,12,5,3,41,22,19,J3
13071,2018,22,Ｙ．Ｓ．Ｃ．Ｃ．横浜,10,23.0,20,5,8,7,26,29,-3,J3
13072,2018,22,ＳＣ相模原,11,23.0,18,6,5,7,29,34,-5,J3
13073,2018,22,カターレ富山,12,23.0,20,7,2,11,24,34,-10,J3
13074,2018,22,いわてグルージャ盛岡,13,23.0,20,7,2,11,25,37,-12,J3
13075,2018,22,ＡＣ長野パルセイロ,14,22.0,19,5,7,7,23,24,-1,J3
13076,2018,22,藤枝ＭＹＦＣ,15,21.0,19,6,3,10,18,27,-9,J3
13077,2018,22,ギラヴァンツ北九州,16,17.0,19,4,5,10,14,28,-14,J3
13078,2018,22,ＦＣ東京Ｕ−２３,17,16.0,20,4,4,12,20,32,-12,J3
13079,2018,22,鹿児島ユナイテッドＦＣ,2,37.0,20,10,7,3,32,18,14,J3
13080,2018,22,アスルクラロ沼津,3,36.0,19,10,6,3,22,11,11,J3
13081,2018,22,ガイナーレ鳥取,4,31.0,20,9,4,7,33,25,8,J3
13082,2018,22,福島ユナイテッドＦＣ,5,31.0,20,7,10,3,23,21,2,J3
13083,2018,22,ザスパクサツ群馬,6,31.0,20,9,4,7,21,22,-1,J3
13084,2018,22,ブラウブリッツ秋田,7,30.0,20,9,3,8,23,17,6,J3
13085,2018,22,ガンバ大阪Ｕ−２３,8,29.0,20,8,5,7,34,26,8,J3
13086,2018,22,セレッソ大阪Ｕ−２３,9,24.0,20,6,6,8,25,26,-1,J3
13087,2018,23,ＦＣ琉球,1,44.0,21,13,5,3,44,24,20,J3
13088,2018,23,セレッソ大阪Ｕ−２３,10,24.0,21,6,6,9,25,28,-3,J3
13089,2018,23,Ｙ．Ｓ．Ｃ．Ｃ．横浜,11,24.0,21,5,9,7,28,31,-3,J3
13090,2018,23,いわてグルージャ盛岡,12,24.0,21,7,3,11,28,40,-12,J3
13091,2018,23,ＳＣ相模原,13,23.0,19,6,5,8,29,35,-6,J3
13092,2018,23,カターレ富山,14,23.0,21,7,2,12,25,36,-11,J3
13093,2018,23,藤枝ＭＹＦＣ,15,21.0,20,6,3,11,18,31,-13,J3
13094,2018,23,ギラヴァンツ北九州,16,20.0,20,5,5,10,16,29,-13,J3
13095,2018,23,ＦＣ東京Ｕ−２３,17,16.0,21,4,4,13,22,35,-13,J3
13096,2018,23,鹿児島ユナイテッドＦＣ,2,40.0,21,11,7,3,34,19,15,J3
13097,2018,23,アスルクラロ沼津,3,37.0,20,10,7,3,24,13,11,J3
13098,2018,23,ザスパクサツ群馬,4,34.0,21,10,4,7,23,22,1,J3
13099,2018,23,ブラウブリッツ秋田,5,33.0,21,10,3,8,24,17,7,J3
13100,2018,23,ガイナーレ鳥取,6,32.0,21,9,5,7,36,28,8,J3
13101,2018,23,福島ユナイテッドＦＣ,7,31.0,21,7,10,4,24,23,1,J3
13102,2018,23,ガンバ大阪Ｕ−２３,8,29.0,20,8,5,7,34,26,8,J3
13103,2018,23,ＡＣ長野パルセイロ,9,25.0,20,6,7,7,27,24,3,J3
13104,2018,24,ＦＣ琉球,1,44.0,22,13,5,4,44,26,18,J3
13105,2018,24,ＡＣ長野パルセイロ,10,26.0,21,6,8,7,28,25,3,J3
13106,2018,24,ＳＣ相模原,11,26.0,21,7,5,9,31,39,-8,J3
13107,2018,24,Ｙ．Ｓ．Ｃ．Ｃ．横浜,12,24.0,21,5,9,7,28,31,-3,J3
13108,2018,24,いわてグルージャ盛岡,13,24.0,22,7,3,12,28,43,-15,J3
13109,2018,24,カターレ富山,14,23.0,22,7,2,13,25,37,-12,J3
13110,2018,24,藤枝ＭＹＦＣ,15,21.0,21,6,3,12,19,33,-14,J3
13111,2018,24,ギラヴァンツ北九州,16,20.0,21,5,5,11,16,30,-14,J3
13112,2018,24,ＦＣ東京Ｕ−２３,17,19.0,22,5,4,13,25,35,-10,J3
13113,2018,24,鹿児島ユナイテッドＦＣ,2,43.0,22,12,7,3,35,19,16,J3
13114,2018,24,アスルクラロ沼津,3,40.0,22,11,7,4,28,15,13,J3
13115,2018,24,ザスパクサツ群馬,4,37.0,22,11,4,7,24,22,2,J3
13116,2018,24,ブラウブリッツ秋田,5,34.0,22,10,4,8,26,19,7,J3
13117,2018,24,ガイナーレ鳥取,6,33.0,22,9,6,7,38,30,8,J3
13118,2018,24,ガンバ大阪Ｕ−２３,7,32.0,21,9,5,7,36,26,10,J3
13119,2018,24,福島ユナイテッドＦＣ,8,32.0,22,7,11,4,25,24,1,J3
13120,2018,24,セレッソ大阪Ｕ−２３,9,27.0,22,7,6,9,27,29,-2,J3
13121,2018,25,ＦＣ琉球,1,47.0,23,14,5,4,48,26,22,J3
13122,2018,25,ＡＣ長野パルセイロ,10,29.0,22,7,8,7,30,26,4,J3
13123,2018,25,Ｙ．Ｓ．Ｃ．Ｃ．横浜,11,27.0,22,6,9,7,29,31,-2,J3
13124,2018,25,いわてグルージャ盛岡,12,27.0,23,8,3,12,29,43,-14,J3
13125,2018,25,ＳＣ相模原,13,26.0,22,7,5,10,32,41,-9,J3
13126,2018,25,カターレ富山,14,23.0,22,7,2,13,25,37,-12,J3
13127,2018,25,藤枝ＭＹＦＣ,15,21.0,22,6,3,13,20,35,-15,J3
13128,2018,25,ギラヴァンツ北九州,16,20.0,22,5,5,12,17,32,-15,J3
13129,2018,25,ＦＣ東京Ｕ−２３,17,19.0,23,5,4,14,27,39,-12,J3
13130,2018,25,アスルクラロ沼津,2,43.0,23,12,7,4,30,16,14,J3
13131,2018,25,鹿児島ユナイテッドＦＣ,3,43.0,23,12,7,4,35,23,12,J3
13132,2018,25,ザスパクサツ群馬,4,37.0,23,11,4,8,24,23,1,J3
13133,2018,25,ガイナーレ鳥取,5,36.0,23,10,6,7,42,32,10,J3
13134,2018,25,ブラウブリッツ秋田,6,35.0,23,10,5,8,27,20,7,J3
13135,2018,25,ガンバ大阪Ｕ−２３,7,33.0,22,9,6,7,37,27,10,J3
13136,2018,25,福島ユナイテッドＦＣ,8,32.0,23,7,11,5,25,25,0,J3
13137,2018,25,セレッソ大阪Ｕ−２３,9,30.0,23,8,6,9,29,30,-1,J3
13138,2018,26,ＦＣ琉球,1,50.0,24,15,5,4,52,27,25,J3
13139,2018,26,ＡＣ長野パルセイロ,10,29.0,23,7,8,8,30,28,2,J3
13140,2018,26,いわてグルージャ盛岡,11,28.0,24,8,4,12,31,45,-14,J3
13141,2018,26,Ｙ．Ｓ．Ｃ．Ｃ．横浜,12,27.0,23,6,9,8,30,33,-3,J3
13142,2018,26,ＳＣ相模原,13,26.0,23,7,5,11,32,42,-10,J3
13143,2018,26,カターレ富山,14,26.0,23,8,2,13,27,38,-11,J3
13144,2018,26,藤枝ＭＹＦＣ,15,22.0,23,6,4,13,21,36,-15,J3
13145,2018,26,ギラヴァンツ北九州,16,21.0,23,5,6,12,18,33,-15,J3
13146,2018,26,ＦＣ東京Ｕ−２３,17,20.0,24,5,5,14,29,41,-12,J3
13147,2018,26,鹿児島ユナイテッドＦＣ,2,44.0,24,12,8,4,37,25,12,J3
13148,2018,26,アスルクラロ沼津,3,43.0,24,12,7,5,31,20,11,J3
13149,2018,26,ザスパクサツ群馬,4,40.0,24,12,4,8,25,23,2,J3
13150,2018,26,ガイナーレ鳥取,5,36.0,23,10,6,7,42,32,10,J3
13151,2018,26,ブラウブリッツ秋田,6,36.0,24,10,6,8,29,22,7,J3
13152,2018,26,ガンバ大阪Ｕ−２３,7,34.0,23,9,7,7,39,29,10,J3
13153,2018,26,セレッソ大阪Ｕ−２３,8,33.0,24,9,6,9,31,30,1,J3
13154,2018,26,福島ユナイテッドＦＣ,9,33.0,24,7,12,5,27,27,0,J3
13155,2018,27,ＦＣ琉球,1,53.0,25,16,5,4,53,27,26,J3
13156,2018,27,ＡＣ長野パルセイロ,10,30.0,24,7,9,8,31,29,2,J3
13157,2018,27,カターレ富山,11,29.0,24,9,2,13,30,40,-10,J3
13158,2018,27,いわてグルージャ盛岡,12,28.0,25,8,4,13,32,47,-15,J3
13159,2018,27,Ｙ．Ｓ．Ｃ．Ｃ．横浜,13,27.0,24,6,9,9,30,35,-5,J3
13160,2018,27,ＳＣ相模原,14,26.0,24,7,5,12,34,45,-11,J3
13161,2018,27,藤枝ＭＹＦＣ,15,25.0,24,7,4,13,23,37,-14,J3
13162,2018,27,ＦＣ東京Ｕ−２３,16,23.0,25,6,5,14,31,41,-10,J3
13163,2018,27,ギラヴァンツ北九州,17,21.0,24,5,6,13,18,34,-16,J3
13164,2018,27,鹿児島ユナイテッドＦＣ,2,45.0,25,12,9,4,38,26,12,J3
13165,2018,27,アスルクラロ沼津,3,43.0,24,12,7,5,31,20,11,J3
13166,2018,27,ザスパクサツ群馬,4,43.0,25,13,4,8,26,23,3,J3
13167,2018,27,ガンバ大阪Ｕ−２３,5,37.0,24,10,7,7,41,29,12,J3
13168,2018,27,ガイナーレ鳥取,6,36.0,24,10,6,8,42,34,8,J3
13169,2018,27,ブラウブリッツ秋田,7,36.0,25,10,6,9,29,23,6,J3
13170,2018,27,セレッソ大阪Ｕ−２３,8,36.0,25,10,6,9,33,30,3,J3
13171,2018,27,福島ユナイテッドＦＣ,9,33.0,25,7,12,6,27,29,-2,J3
13172,2018,28,ＦＣ琉球,1,56.0,26,17,5,4,56,27,29,J3
13173,2018,28,いわてグルージャ盛岡,10,31.0,26,9,4,13,34,48,-14,J3
13174,2018,28,ＡＣ長野パルセイロ,11,30.0,25,7,9,9,31,30,1,J3
13175,2018,28,Ｙ．Ｓ．Ｃ．Ｃ．横浜,12,30.0,25,7,9,9,31,35,-4,J3
13176,2018,28,ＳＣ相模原,13,29.0,25,8,5,12,35,45,-10,J3
13177,2018,28,カターレ富山,14,29.0,25,9,2,14,31,42,-11,J3
13178,2018,28,藤枝ＭＹＦＣ,15,28.0,25,8,4,13,25,38,-13,J3
13179,2018,28,ＦＣ東京Ｕ−２３,16,26.0,26,7,5,14,32,41,-9,J3
13180,2018,28,ギラヴァンツ北九州,17,21.0,25,5,6,14,18,35,-17,J3
13181,2018,28,鹿児島ユナイテッドＦＣ,2,45.0,26,12,9,5,39,31,8,J3
13182,2018,28,アスルクラロ沼津,3,44.0,25,12,8,5,33,22,11,J3
13183,2018,28,ザスパクサツ群馬,4,44.0,26,13,5,8,28,25,3,J3
13184,2018,28,ガイナーレ鳥取,5,39.0,25,11,6,8,47,35,12,J3
13185,2018,28,ガンバ大阪Ｕ−２３,6,37.0,25,10,7,8,42,31,11,J3
13186,2018,28,ブラウブリッツ秋田,7,36.0,26,10,6,10,29,24,5,J3
13187,2018,28,セレッソ大阪Ｕ−２３,8,36.0,25,10,6,9,33,30,3,J3
13188,2018,28,福島ユナイテッドＦＣ,9,33.0,26,7,12,7,27,32,-5,J3
