,年度,年月日,カテゴリ,節,H_team,A_team,スコア,スタジアム,K/O時刻,入場者数,インターネット中継・TV放送
3568,2015,20151004,J2,３５,ギラヴァンツ北九州,横浜ＦＣ,3-1,本城,14:03,4455.0,スカパー！／スカパー！プレミアムサービス
3569,2015,20151004,J2,３５,ジェフユナイテッド千葉,愛媛ＦＣ,1-0,フクアリ,15:03,9904.0,スカパー！／スカパー！プレミアムサービス／千葉テレビ
3570,2015,20151004,J2,３５,ザスパクサツ群馬,京都サンガF.C.,1-1,正田スタ,15:04,3914.0,スカパー！／スカパー！プレミアムサービス／群馬テレビ（録）
3571,2015,20151004,J2,３５,大分トリニータ,カマタマーレ讃岐,0-0,大銀ド,16:03,7117.0,スカパー！／スカパー！プレミアムサービス
3572,2015,20151004,J2,３５,ジュビロ磐田,大宮アルディージャ,2-2,ヤマハ,16:04,13569.0,スカパー！／スカパー！プレミアムサービス
3573,2015,20151004,J2,３５,東京ヴェルディ,北海道コンサドーレ札幌,0-2,味スタ,17:03,7712.0,スカパー！／スカパー！プレミアムサービス
3574,2015,20151004,J2,３５,セレッソ大阪,アビスパ福岡,0-1,ヤンマー,17:04,13843.0,スカパー！／スカパー！プレミアムサービス
3575,2015,20151004,J2,３５,ＦＣ岐阜,徳島ヴォルティス,1-2,長良川,19:04,5693.0,スカパー！／スカパー！プレミアムサービス
3576,2015,20151004,J3,３２,福島ユナイテッドＦＣ,Ｙ．Ｓ．Ｃ．Ｃ．横浜,3-0,とうスタ,13:00,818.0,なし
3577,2015,20151004,J3,３２,いわてグルージャ盛岡,Ｊリーグ・アンダー２２選抜,1-0,盛岡南,13:00,944.0,なし
3578,2015,20151004,J3,３２,レノファ山口ＦＣ,ＳＣ相模原,5-0,下関,13:01,3315.0,なし
3579,2015,20151004,J3,３２,カターレ富山,ブラウブリッツ秋田,0-2,富山,13:04,3127.0,なし
3580,2015,20151004,J3,３２,ＦＣ琉球,藤枝ＭＹＦＣ,1-0,沖縄県陸,15:00,538.0,なし
3581,2015,20151004,J3,３２,ＡＣ長野パルセイロ,ガイナーレ鳥取,1-0,南長野,17:30,3616.0,なし
3582,2015,20151007,ＹＮＣ 決勝トーナメント,0,アルビレックス新潟,ガンバ大阪,2-1,デンカＳ,19:03,9018.0,フジテレビＮＥＸＴ／スカパー！プレミアムサービス
3583,2015,20151007,ＹＮＣ 決勝トーナメント,0,ヴィッセル神戸,鹿島アントラーズ,1-2,神戸ユ,19:04,6162.0,スカパー！／スカパー！プレミアムサービス
3584,2015,20151010,J2,３６,栃木ＳＣ,大分トリニータ,1-1,栃木グ,13:03,6717.0,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）
3585,2015,20151010,J2,３６,北海道コンサドーレ札幌,ツエーゲン金沢,2-1,札幌厚別,13:03,6981.0,スカパー！／スカパー！プレミアムサービス
3586,2015,20151010,J2,３６,ロアッソ熊本,大宮アルディージャ,3-0,水前寺,13:03,4002.0,スカパー！／スカパー！プレミアムサービス
3587,2015,20151010,J2,３６,カマタマーレ讃岐,横浜ＦＣ,1-1,ピカスタ,13:04,2595.0,スカパー！／スカパー！プレミアムサービス
3588,2015,20151010,J2,３６,愛媛ＦＣ,Ｖ・ファーレン長崎,0-0,ニンスタ,13:04,3337.0,スカパー！／スカパー！プレミアムサービス／テレビ愛媛（録）
3589,2015,20151010,J2,３６,京都サンガF.C.,ＦＣ岐阜,0-0,西京極,13:04,10879.0,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）
3590,2015,20151010,J2,３６,東京ヴェルディ,ファジアーノ岡山,1-1,味スタ,16:03,3789.0,スカパー！／スカパー！プレミアムサービス
3591,2015,20151010,J2,３６,水戸ホーリーホック,ジュビロ磐田,1-1,Ｋｓスタ,16:03,5452.0,スカパー！／スカパー！プレミアムサービス
3592,2015,20151010,J2,３６,セレッソ大阪,ギラヴァンツ北九州,1-0,金鳥スタ,16:04,8581.0,スカパー！／スカパー！プレミアムサービス
3593,2015,20151010,J2,３６,徳島ヴォルティス,ザスパクサツ群馬,0-1,鳴門大塚,16:04,3307.0,スカパー！／スカパー！プレミアムサービス
3594,2015,20151010,J2,３６,アビスパ福岡,ジェフユナイテッド千葉,1-0,レベスタ,16:04,8004.0,スカパー！／スカパー！プレミアムサービス
3595,2015,20151011,ＹＮＣ 決勝トーナメント,0,鹿島アントラーズ,ヴィッセル神戸,4-1,カシマ,14:04,10801.0,フジテレビＮＥＸＴ／スカパー！プレミアムサービス
3596,2015,20151011,ＹＮＣ 決勝トーナメント,0,ガンバ大阪,アルビレックス新潟,2-0,万博,14:04,11475.0,スカパー！／スカパー！プレミアムサービス
3597,2015,20151011,J3,３３,藤枝ＭＹＦＣ,いわてグルージャ盛岡,2-1,藤枝サ,13:00,964.0,なし
3598,2015,20151011,J3,３３,ＳＣ相模原,福島ユナイテッドＦＣ,0-2,ギオンス,13:00,3477.0,なし
3599,2015,20151011,J3,３３,ガイナーレ鳥取,Ｊリーグ・アンダー２２選抜,0-1,とりスタ,13:00,1349.0,なし
3600,2015,20151011,J3,３３,ブラウブリッツ秋田,ＡＣ長野パルセイロ,1-1,Ａ‐スタ,13:00,1638.0,なし
3601,2015,20151011,J3,３３,ＦＣ琉球,レノファ山口ＦＣ,0-2,沖縄県陸,15:00,1018.0,なし
3602,2015,20151011,J3,３３,ＦＣ町田ゼルビア,カターレ富山,2-0,町田,16:00,3163.0,なし
3603,2015,20151017,J1,１４,ガンバ大阪,浦和レッズ,2-1,万博,14:03,18638.0,スカパー！／スカパー！プレミアムサービス
3604,2015,20151017,J1,１４,清水エスパルス,ベガルタ仙台,0-1,アイスタ,14:04,13399.0,スカパー！／スカパー！プレミアムサービス／テレビ静岡
3605,2015,20151017,J1,１４,ＦＣ東京,湘南ベルマーレ,1-2,味スタ,14:04,22577.0,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ（録）
3606,2015,20151017,J1,１４,鹿島アントラーズ,柏レイソル,3-2,カシマ,14:04,13633.0,スカパー！／スカパー！プレミアムサービス
3607,2015,20151017,J1,１４,横浜Ｆ・マリノス,ヴィッセル神戸,2-1,日産ス,14:05,22598.0,スカパー！／スカパー！プレミアムサービス
3608,2015,20151017,J1,１４,サンフレッチェ広島,川崎フロンターレ,2-1,Ｅスタ,14:05,19751.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ広島／ＴＢＳ（単）
3609,2015,20151017,J1,１４,アルビレックス新潟,松本山雅ＦＣ,2-0,デンカＳ,18:33,31324.0,スカパー！／スカパー！プレミアムサービス
3610,2015,20151017,J1,１４,サガン鳥栖,名古屋グランパス,0-0,ベアスタ,18:34,13707.0,スカパー！／スカパー！プレミアムサービス
3611,2015,20151017,J1,１４,モンテディオ山形,ヴァンフォーレ甲府,0-1,ＮＤスタ,19:05,8191.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
3612,2015,20151017,J3,３４,Ｙ．Ｓ．Ｃ．Ｃ．横浜,いわてグルージャ盛岡,0-1,ニッパツ,13:00,548.0,なし
3613,2015,20151018,J2,３７,ファジアーノ岡山,ツエーゲン金沢,0-0,Ｃスタ,13:03,7095.0,スカパー！／スカパー！プレミアムサービス
3614,2015,20151018,J2,３７,Ｖ・ファーレン長崎,ＦＣ岐阜,2-1,長崎県立,13:03,5325.0,スカパー！／スカパー！プレミアムサービス
3615,2015,20151018,J2,３７,水戸ホーリーホック,東京ヴェルディ,2-0,Ｋｓスタ,13:03,5163.0,スカパー！／スカパー！プレミアムサービス
3616,2015,20151018,J2,３７,ジュビロ磐田,北海道コンサドーレ札幌,3-0,ヤマハ,13:04,11179.0,スカパー！／スカパー！プレミアムサービス
3617,2015,20151018,J2,３７,横浜ＦＣ,京都サンガF.C.,0-0,ニッパツ,14:03,7464.0,スカパー！／スカパー！プレミアムサービス
3618,2015,20151018,J2,３７,アビスパ福岡,栃木ＳＣ,4-2,レベスタ,14:05,8749.0,スカパー！／スカパー！プレミアムサービス
3619,2015,20151018,J2,３７,ジェフユナイテッド千葉,大分トリニータ,2-2,フクアリ,15:03,10658.0,スカパー！／スカパー！プレミアムサービス／千葉テレビ
3620,2015,20151018,J2,３７,ザスパクサツ群馬,セレッソ大阪,2-0,正田スタ,15:04,6916.0,スカパー！／スカパー！プレミアムサービス
3621,2015,20151018,J2,３７,ギラヴァンツ北九州,愛媛ＦＣ,3-2,本城,16:03,2719.0,スカパー！／スカパー！プレミアムサービス
3622,2015,20151018,J2,３７,大宮アルディージャ,徳島ヴォルティス,1-2,ＮＡＣＫ,16:03,9559.0,スカパー！／スカパー！プレミアムサービス／テレ玉
3623,2015,20151018,J2,３７,カマタマーレ讃岐,ロアッソ熊本,0-2,ピカスタ,16:04,2380.0,スカパー！／スカパー！プレミアムサービス
3624,2015,20151018,J3,３４,福島ユナイテッドＦＣ,藤枝ＭＹＦＣ,2-1,あいづ,13:00,1126.0,なし
3625,2015,20151018,J3,３４,ガイナーレ鳥取,ブラウブリッツ秋田,0-1,チュスタ,13:00,2253.0,なし
3626,2015,20151018,J3,３４,カターレ富山,Ｊリーグ・アンダー２２選抜,2-1,富山,13:05,2270.0,なし
3627,2015,20151018,J3,３４,ＡＣ長野パルセイロ,ＦＣ琉球,2-1,南長野,15:00,4411.0,なし
3628,2015,20151018,J3,３４,ＦＣ町田ゼルビア,ＳＣ相模原,1-0,町田,16:03,7782.0,スカパー！／Ｊ：ＣＯＭ（録）※放送エリア：南横浜、横浜、町田・川崎、相模原・大和・秦野・伊勢原
3629,2015,20151024,J1,１５,ＦＣ東京,浦和レッズ,3-4,味スタ,14:02,38952.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合／ＴＯＫＹＯ　ＭＸ（録）
3630,2015,20151024,J1,１５,松本山雅ＦＣ,サガン鳥栖,1-2,松本,14:03,17462.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ長野
3631,2015,20151024,J1,１５,湘南ベルマーレ,鹿島アントラーズ,2-1,ＢＭＷス,14:03,14227.0,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ
3632,2015,20151024,J1,１５,川崎フロンターレ,横浜Ｆ・マリノス,0-1,等々力,14:03,23701.0,スカパー！／スカパー！プレミアムサービス
3633,2015,20151024,J1,１５,名古屋グランパス,アルビレックス新潟,4-2,パロ瑞穂,14:04,12045.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ名古屋／ＮＨＫ新潟
3634,2015,20151024,J1,１５,ヴァンフォーレ甲府,サンフレッチェ広島,0-2,中銀スタ,14:04,11062.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
3635,2015,20151024,J1,１５,清水エスパルス,柏レイソル,0-3,アイスタ,14:04,12238.0,スカパー！／スカパー！プレミアムサービス／静岡放送
3636,2015,20151024,J1,１５,ヴィッセル神戸,モンテディオ山形,3-1,ノエスタ,14:04,11508.0,スカパー！／スカパー！プレミアムサービス
3637,2015,20151025,J1,１５,ベガルタ仙台,ガンバ大阪,1-3,ユアスタ,14:03,19263.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ仙台　※　ＡＦＣチャンピオンズリーグ２０１５準決勝の影響により、１０月２５日（日）に開催。
3638,2015,20151025,J2,３８,栃木ＳＣ,東京ヴェルディ,0-1,栃木グ,13:03,9319.0,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）
3639,2015,20151025,J2,３８,大分トリニータ,北海道コンサドーレ札幌,2-0,大銀ド,13:03,9062.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ大分
3640,2015,20151025,J2,３８,Ｖ・ファーレン長崎,水戸ホーリーホック,0-0,長崎県立,13:03,5042.0,スカパー！／スカパー！プレミアムサービス
3641,2015,20151025,J2,３８,京都サンガF.C.,大宮アルディージャ,2-2,西京極,13:04,9380.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ京都／ＫＢＳ京都（録）
3642,2015,20151025,J2,３８,ロアッソ熊本,ジュビロ磐田,0-2,うまスタ,16:03,12404.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ熊本／ＮＨＫ静岡
3643,2015,20151025,J2,３８,横浜ＦＣ,ファジアーノ岡山,0-0,味フィ西,16:03,2568.0,スカパー！／スカパー！プレミアムサービス
3644,2015,20151025,J2,３８,徳島ヴォルティス,アビスパ福岡,0-3,鳴門大塚,16:04,4772.0,スカパー！／スカパー！プレミアムサービス
3645,2015,20151025,J2,３８,セレッソ大阪,カマタマーレ讃岐,0-0,金鳥スタ,16:04,10283.0,スカパー！／スカパー！プレミアムサービス
3646,2015,20151025,J2,３８,ＦＣ岐阜,ジェフユナイテッド千葉,1-0,長良川,19:04,5668.0,スカパー！／スカパー！プレミアムサービス／岐阜放送（録）
3647,2015,20151025,J2,３８,愛媛ＦＣ,ザスパクサツ群馬,3-0,ニンスタ,19:04,2808.0,スカパー！／スカパー！プレミアムサービス
3648,2015,20151025,J3,３５,福島ユナイテッドＦＣ,ブラウブリッツ秋田,1-2,とうスタ,13:00,1214.0,なし
3649,2015,20151025,J3,３５,ＳＣ相模原,Ｙ．Ｓ．Ｃ．Ｃ．横浜,0-2,ギオンス,13:00,9040.0,なし
3650,2015,20151025,J3,３５,藤枝ＭＹＦＣ,Ｊリーグ・アンダー２２選抜,1-4,エコパ,13:00,858.0,なし
3651,2015,20151025,J3,３５,カターレ富山,ガイナーレ鳥取,1-1,富山,13:04,2995.0,なし
3652,2015,20151025,J3,３５,ＦＣ琉球,ＦＣ町田ゼルビア,0-2,沖縄県陸,15:00,823.0,なし
3653,2015,20151025,J3,３５,レノファ山口ＦＣ,ＡＣ長野パルセイロ,1-2,維新公園,19:03,5644.0,スカパー！
3654,2015,20151026,J2,３８,ツエーゲン金沢,ギラヴァンツ北九州,0-4,石川西部,19:03,2255.0,スカパー！／スカパー！プレミアムサービス
3655,2015,20151031,ＹＮＣ 決勝トーナメント,0,鹿島アントラーズ,ガンバ大阪,3-0,埼玉,13:10,50828.0,フジテレビ系列にて全国生中継／スカパー！／スカパー！プレミアムサービス（２２：００～録画放送）
3656,2015,20151031,J3,３６,いわてグルージャ盛岡,ガイナーレ鳥取,1-2,盛岡南,13:00,890.0,なし
3657,2015,20151101,J2,３９,大分トリニータ,ツエーゲン金沢,0-1,大銀ド,13:03,7309.0,スカパー！／スカパー！プレミアムサービス
3658,2015,20151101,J2,３９,ファジアーノ岡山,カマタマーレ讃岐,1-2,Ｃスタ,13:03,9436.0,スカパー！／スカパー！プレミアムサービス／岡山放送
3659,2015,20151101,J2,３９,北海道コンサドーレ札幌,ジェフユナイテッド千葉,3-2,札幌ド,13:03,9611.0,スカパー！／スカパー！プレミアムサービス
3660,2015,20151101,J2,３９,セレッソ大阪,ロアッソ熊本,1-1,金鳥スタ,13:04,10194.0,スカパー！／スカパー！プレミアムサービス
3661,2015,20151101,J2,３９,水戸ホーリーホック,ザスパクサツ群馬,0-0,Ｋｓスタ,13:04,5187.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ水戸／ＮＨＫ前橋
3662,2015,20151101,J2,３９,ギラヴァンツ北九州,京都サンガF.C.,1-2,本城,14:03,2688.0,スカパー！／スカパー！プレミアムサービス
3663,2015,20151101,J2,３９,愛媛ＦＣ,ＦＣ岐阜,3-0,ニンスタ,14:03,5134.0,スカパー！／スカパー！プレミアムサービス／あいテレビ
3664,2015,20151101,J2,３９,アビスパ福岡,横浜ＦＣ,4-0,レベスタ,14:04,16776.0,スカパー！／スカパー！プレミアムサービス／ＲＫＢ毎日放送
3665,2015,20151101,J2,３９,東京ヴェルディ,ジュビロ磐田,0-3,味スタ,16:03,16629.0,スカパー！／スカパー！プレミアムサービス
3666,2015,20151101,J2,３９,徳島ヴォルティス,栃木ＳＣ,1-1,鳴門大塚,16:04,3634.0,スカパー！／スカパー！プレミアムサービス
3667,2015,20151101,J2,３９,大宮アルディージャ,Ｖ・ファーレン長崎,2-1,ＮＡＣＫ,16:04,10600.0,スカパー！／スカパー！プレミアムサービス
3668,2015,20151101,J3,３６,Ｙ．Ｓ．Ｃ．Ｃ．横浜,カターレ富山,0-2,三ツ沢陸,13:00,1051.0,なし
3669,2015,20151101,J3,３６,ブラウブリッツ秋田,ＦＣ琉球,3-3,Ａ‐スタ,13:00,1813.0,なし
3670,2015,20151101,J3,３６,ＡＣ長野パルセイロ,Ｊリーグ・アンダー２２選抜,2-1,南長野,13:04,4163.0,信越放送
3671,2015,20151101,J3,３６,ＦＣ町田ゼルビア,福島ユナイテッドＦＣ,1-0,町田,14:00,3812.0,なし
3672,2015,20151103,J3,３６,レノファ山口ＦＣ,藤枝ＭＹＦＣ,2-3,維新公園,14:04,6586.0,山口朝日放送
3673,2015,20151107,J1,１６,モンテディオ山形,清水エスパルス,1-2,ＮＤスタ,14:02,8281.0,スカパー！／スカパー！プレミアムサービス
3674,2015,20151107,J1,１６,アルビレックス新潟,湘南ベルマーレ,0-2,デンカＳ,14:02,25272.0,スカパー！／スカパー！プレミアムサービス／新潟総合テレビ
3675,2015,20151107,J1,１６,浦和レッズ,川崎フロンターレ,1-1,埼玉,14:03,46597.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／テレ玉
3676,2015,20151107,J1,１６,ガンバ大阪,サンフレッチェ広島,0-2,万博,14:03,17435.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合
3677,2015,20151107,J1,１６,鹿島アントラーズ,横浜Ｆ・マリノス,2-0,カシマ,14:03,22755.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ水戸／ＢＳ－ＴＢＳ
3678,2015,20151107,J1,１６,ヴィッセル神戸,松本山雅ＦＣ,2-1,ノエスタ,14:03,18092.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１（録）／ＮＨＫ神戸／ＮＨＫ長野
3679,2015,20151107,J1,１６,柏レイソル,ＦＣ東京,0-1,柏,14:03,12497.0,スカパー！／スカパー！プレミアムサービス
3680,2015,20151107,J1,１６,サガン鳥栖,ベガルタ仙台,1-0,ベアスタ,14:03,13860.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ佐賀／ＮＨＫ仙台
3681,2015,20151107,J1,１６,名古屋グランパス,ヴァンフォーレ甲府,4-2,豊田ス,14:04,16970.0,スカパー！／スカパー！プレミアムサービス
3682,2015,20151107,J2,４０,北海道コンサドーレ札幌,徳島ヴォルティス,2-0,札幌ド,14:03,14428.0,スカパー！／スカパー！プレミアムサービス／北海道文化放送
3683,2015,20151108,J2,４０,横浜ＦＣ,大分トリニータ,1-0,ニッパツ,13:03,3518.0,スカパー！／スカパー！プレミアムサービス
3684,2015,20151108,J2,４０,ツエーゲン金沢,セレッソ大阪,3-0,石川西部,13:03,7418.0,スカパー！／スカパー！プレミアムサービス
3685,2015,20151108,J2,４０,ジュビロ磐田,Ｖ・ファーレン長崎,4-2,ヤマハ,13:03,10764.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／静岡放送
3686,2015,20151108,J2,４０,カマタマーレ讃岐,大宮アルディージャ,1-1,ピカスタ,13:04,3864.0,スカパー！／スカパー！プレミアムサービス
3687,2015,20151108,J2,４０,ジェフユナイテッド千葉,東京ヴェルディ,1-0,フクアリ,13:04,10693.0,スカパー！／スカパー！プレミアムサービス／千葉テレビ
3688,2015,20151108,J2,４０,京都サンガF.C.,愛媛ＦＣ,0-1,西京極,13:04,3681.0,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）
3689,2015,20151108,J2,４０,ロアッソ熊本,水戸ホーリーホック,1-1,うまスタ,16:03,8781.0,スカパー！／スカパー！プレミアムサービス
3690,2015,20151108,J2,４０,ギラヴァンツ北九州,栃木ＳＣ,2-2,本城,16:03,2487.0,スカパー！／スカパー！プレミアムサービス
3691,2015,20151108,J2,４０,ＦＣ岐阜,ファジアーノ岡山,0-0,長良川,16:04,4200.0,スカパー！／スカパー！プレミアムサービス
3692,2015,20151108,J2,４０,ザスパクサツ群馬,アビスパ福岡,0-4,正田スタ,19:04,2239.0,スカパー！／スカパー！プレミアムサービス／群馬テレビ
3693,2015,20151108,J3,３７,ガイナーレ鳥取,ＦＣ町田ゼルビア,1-1,とりスタ,13:00,1258.0,なし
3694,2015,20151108,J3,３７,藤枝ＭＹＦＣ,ブラウブリッツ秋田,3-1,藤枝サ,13:00,1381.0,なし
3695,2015,20151108,J3,３７,福島ユナイテッドＦＣ,Ｊリーグ・アンダー２２選抜,3-0,とうスタ,13:00,791.0,なし
3696,2015,20151108,J3,３７,ＦＣ琉球,ＳＣ相模原,4-6,沖縄県陸,13:00,1055.0,なし
3697,2015,20151108,J3,３７,ＡＣ長野パルセイロ,Ｙ．Ｓ．Ｃ．Ｃ．横浜,5-1,南長野,13:00,4362.0,なし
3698,2015,20151108,J3,３７,いわてグルージャ盛岡,レノファ山口ＦＣ,1-4,盛岡南,13:00,635.0,なし
3699,2015,20151113,J3,３８,Ｙ．Ｓ．Ｃ．Ｃ．横浜,ガイナーレ鳥取,1-3,ＢＭＷス,19:00,461.0,なし
3700,2015,20151114,J2,４１,アビスパ福岡,愛媛ＦＣ,1-0,レベスタ,12:05,15750.0,スカパー！／スカパー！プレミアムサービス／九州朝日放送
3701,2015,20151114,J2,４１,東京ヴェルディ,ツエーゲン金沢,1-1,味スタ,13:03,4298.0,スカパー！／スカパー！プレミアムサービス
3702,2015,20151114,J2,４１,栃木ＳＣ,京都サンガF.C.,0-1,栃木グ,13:03,4143.0,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）
3703,2015,20151114,J2,４１,カマタマーレ讃岐,ＦＣ岐阜,3-0,ピカスタ,13:04,2600.0,スカパー！／スカパー！プレミアムサービス
3704,2015,20151114,J2,４１,ジュビロ磐田,横浜ＦＣ,0-0,ヤマハ,14:04,13576.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ静岡
3705,2015,20151114,J2,４１,徳島ヴォルティス,ロアッソ熊本,2-1,鳴門大塚,14:04,4124.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ徳島／ＮＨＫ熊本
3706,2015,20151114,J2,４１,水戸ホーリーホック,北海道コンサドーレ札幌,2-1,Ｋｓスタ,15:03,6555.0,スカパー！／スカパー！プレミアムサービス
3707,2015,20151114,J2,４１,大宮アルディージャ,大分トリニータ,3-2,ＮＡＣＫ,16:03,10595.0,スカパー！／スカパー！プレミアムサービス／テレ玉
3708,2015,20151114,J2,４１,ザスパクサツ群馬,ギラヴァンツ北九州,1-2,正田スタ,16:04,2545.0,スカパー！／スカパー！プレミアムサービス
3709,2015,20151114,J2,４１,ファジアーノ岡山,ジェフユナイテッド千葉,1-0,Ｃスタ,17:03,7067.0,スカパー！／スカパー！プレミアムサービス
3710,2015,20151114,J2,４１,Ｖ・ファーレン長崎,セレッソ大阪,2-0,長崎県立,18:05,7962.0,スカパー！／スカパー！プレミアムサービス
3711,2015,20151114,J3,３８,レノファ山口ＦＣ,Ｊリーグ・アンダー２２選抜,0-0,維新公園,12:04,6322.0,山口朝日放送
3712,2015,20151115,J3,３８,福島ユナイテッドＦＣ,ＦＣ琉球,1-1,とうスタ,13:00,1296.0,なし
3713,2015,20151115,J3,３８,ＳＣ相模原,ＡＣ長野パルセイロ,2-0,ギオンス,13:00,3854.0,なし
3714,2015,20151115,J3,３８,カターレ富山,いわてグルージャ盛岡,2-1,富山,13:04,2780.0,なし
3715,2015,20151115,J3,３８,ＦＣ町田ゼルビア,ブラウブリッツ秋田,2-0,町田,14:00,4487.0,なし
3716,2015,20151122,J1,１７,川崎フロンターレ,ベガルタ仙台,1-0,等々力,13:33,22511.0,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ
3717,2015,20151122,J1,１７,鹿島アントラーズ,名古屋グランパス,1-0,カシマ,13:33,25151.0,スカパー！／スカパー！プレミアムサービス
3718,2015,20151122,J1,１７,ガンバ大阪,モンテディオ山形,4-0,万博,13:33,18219.0,スカパー！／スカパー！プレミアムサービス
3719,2015,20151122,J1,１７,柏レイソル,アルビレックス新潟,1-1,柏,13:33,13127.0,スカパー！／スカパー！プレミアムサービス
3720,2015,20151122,J1,１７,浦和レッズ,ヴィッセル神戸,5-2,埼玉,13:34,52133.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／テレ玉
3721,2015,20151122,J1,１７,ＦＣ東京,サガン鳥栖,0-0,味スタ,13:34,30753.0,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ（録）
3722,2015,20151122,J1,１７,ヴァンフォーレ甲府,清水エスパルス,2-2,中銀スタ,13:34,14036.0,スカパー！／スカパー！プレミアムサービス
3723,2015,20151122,J1,１７,横浜Ｆ・マリノス,松本山雅ＦＣ,0-0,日産ス,13:35,44226.0,スカパー！／スカパー！プレミアムサービス
3724,2015,20151122,J1,１７,サンフレッチェ広島,湘南ベルマーレ,5-0,Ｅスタ,13:36,33210.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合
3725,2015,20151123,J2,４２,ロアッソ熊本,ファジアーノ岡山,1-1,うまスタ,14:03,8193.0,スカパー！／スカパー！プレミアムサービス
3726,2015,20151123,J2,４２,北海道コンサドーレ札幌,栃木ＳＣ,4-1,札幌ド,14:03,20234.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ札幌
3727,2015,20151123,J2,４２,ジェフユナイテッド千葉,カマタマーレ讃岐,0-2,フクアリ,14:03,10400.0,スカパー！／スカパー！プレミアムサービス／千葉テレビ
3728,2015,20151123,J2,４２,大分トリニータ,ジュビロ磐田,1-2,大銀ド,14:03,10508.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ大分／ＮＨＫ静岡
3729,2015,20151123,J2,４２,ＦＣ岐阜,アビスパ福岡,1-4,長良川,14:03,9296.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／岐阜放送
3730,2015,20151123,J2,４２,ギラヴァンツ北九州,Ｖ・ファーレン長崎,2-1,本城,14:03,8501.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ北九州／ＮＨＫ長崎
3731,2015,20151123,J2,４２,横浜ＦＣ,ザスパクサツ群馬,1-0,ニッパツ,14:03,4437.0,スカパー！／スカパー！プレミアムサービス
3732,2015,20151123,J2,４２,ツエーゲン金沢,大宮アルディージャ,1-2,石川西部,14:03,8826.0,スカパー！／スカパー！プレミアムサービス
3733,2015,20151123,J2,４２,京都サンガF.C.,水戸ホーリーホック,2-1,西京極,14:04,7541.0,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）
3734,2015,20151123,J2,４２,セレッソ大阪,東京ヴェルディ,2-0,金鳥スタ,14:04,12013.0,スカパー！／スカパー！プレミアムサービス
3735,2015,20151123,J2,４２,愛媛ＦＣ,徳島ヴォルティス,3-0,ニンスタ,14:04,9158.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ松山／ＮＨＫ徳島
3736,2015,20151123,J3,３９,いわてグルージャ盛岡,福島ユナイテッドＦＣ,3-1,盛岡南,13:00,1765.0,なし
3737,2015,20151123,J3,３９,ガイナーレ鳥取,レノファ山口ＦＣ,2-2,とりスタ,13:00,4013.0,スカパー！／スカパー！プレミアムサービス
3738,2015,20151123,J3,３９,藤枝ＭＹＦＣ,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2-3,藤枝サ,13:00,1484.0,なし
3739,2015,20151123,J3,３９,ＦＣ琉球,カターレ富山,1-1,沖縄県陸,13:00,2368.0,なし
3740,2015,20151123,J3,３９,ＡＣ長野パルセイロ,ＦＣ町田ゼルビア,1-1,南長野,13:01,7317.0,スカパー！／スカパー！プレミアムサービス（録）
