,年月日,カテゴリ,節,H_team,A_team,K/O時刻,H_rest_days,A_rest_days,H_監督,A_監督,H_順位,H_勝点,H_試合,H_勝,H_分,H_敗,H_得点,H_失点,H_得失点差,A_順位,A_勝点,A_試合,A_勝,A_分,A_敗,A_得点,A_失点,A_得失点差,train_test,y_H_goal,y_A_goal,y_goal_deff,y_even_flg,y_H_result,H_GK,H_DF,H_MF,H_FW,A_GK,A_DF,A_MF,A_FW
8193,20130503,2,12,399,397,19,5,4,150,216,9,15,11,3,6,2,17,10,7,14,14,11,4,2,5,10,10,0,train,2,0,2,0,1,1,4,5,1,1,4,5,1
8194,20130503,2,12,331,379,19,5,5,297,147,2,21,11,5,6,0,19,9,10,22,6,11,1,3,7,5,20,-15,train,2,0,2,0,1,1,4,4,2,1,3,6,1
8195,20130429,2,11,397,345,14,8,8,216,370,12,14,10,4,2,4,10,8,2,4,18,10,5,3,2,12,10,2,train,0,2,-2,0,2,1,4,5,1,1,3,6,1
8196,20130428,2,11,379,387,13,7,7,147,192,22,5,10,1,2,7,4,19,-15,7,15,10,5,0,5,14,12,2,train,1,1,0,1,0,1,4,4,2,1,4,4,2
8197,20130428,2,11,354,371,13,7,7,146,74,15,13,10,4,1,5,10,11,-1,20,7,10,1,4,5,7,13,-6,train,1,3,-2,0,2,1,4,5,1,1,4,4,2
8198,20130428,1,8,326,328,16,8,4,201,221,12,8,7,2,2,3,10,12,-2,15,6,7,1,3,3,10,15,-5,train,1,1,0,1,0,1,4,4,2,1,4,4,2
8199,20130428,2,11,377,389,13,7,7,193,328,21,6,10,1,3,6,3,15,-12,14,13,10,4,1,5,13,14,-1,train,4,1,3,0,1,1,3,4,3,1,3,4,3
8200,20130428,2,11,398,399,13,7,7,229,150,6,15,10,4,3,3,17,10,7,10,14,10,3,5,2,14,7,7,train,3,3,0,1,0,1,4,4,2,1,4,5,1
8201,20130428,2,11,396,388,13,7,7,214,183,8,15,10,4,3,3,11,9,2,18,9,10,2,3,5,8,13,-5,train,2,2,0,1,0,1,4,4,2,1,4,4,2
8202,20130428,2,11,390,380,16,7,11,37,320,9,15,10,4,3,3,10,9,1,16,11,9,3,2,4,10,11,-1,train,0,1,-1,0,2,1,4,3,3,1,4,4,2
8203,20130428,2,11,331,327,16,7,7,297,82,2,20,10,5,5,0,18,8,10,17,10,10,2,4,4,8,15,-7,train,1,1,0,1,0,1,4,4,2,1,4,4,2
8204,20130428,2,11,334,395,16,7,7,207,187,1,25,10,8,1,1,18,8,10,3,18,10,4,6,0,11,6,5,train,3,3,0,1,0,1,4,3,3,1,3,4,3
8205,20130428,2,11,367,373,16,7,7,202,156,19,8,10,2,2,6,9,18,-9,5,17,10,5,2,3,11,6,5,train,0,2,-2,0,2,1,4,4,2,1,4,4,2
8206,20130428,2,11,335,394,16,7,11,215,219,13,14,10,4,2,4,9,12,-3,11,14,9,3,5,1,11,4,7,train,1,1,0,1,0,1,3,6,1,1,3,5,2
8207,20130427,1,8,322,356,16,3,3,308,250,1,18,7,6,0,1,19,8,11,10,9,7,2,3,2,7,6,1,train,1,1,0,1,0,1,4,5,1,1,4,4,2
8208,20130427,1,8,336,329,14,3,7,142,212,6,11,7,3,2,2,10,8,2,4,13,7,4,1,2,12,6,6,train,1,1,0,1,0,1,4,5,1,1,3,6,1
8209,20130427,1,8,340,358,14,7,3,153,311,7,11,7,3,2,2,7,6,1,17,2,7,0,2,5,8,14,-6,train,0,0,0,1,0,1,4,4,2,1,3,4,3
8210,20130427,1,8,348,324,14,3,3,306,166,13,7,7,2,1,4,4,8,-4,5,12,7,3,3,1,9,8,1,train,2,3,-1,0,2,1,4,4,2,1,4,3,3
8211,20130427,1,8,347,349,16,7,3,213,301,18,2,7,0,2,5,6,12,-6,16,6,7,1,3,3,7,12,-5,train,4,0,4,0,1,1,3,6,1,1,3,4,3
8212,20130427,1,8,325,332,17,7,4,309,162,3,16,7,5,1,1,11,5,6,11,9,7,2,3,2,6,13,-7,train,0,1,-1,0,2,1,3,6,1,1,4,3,3
8213,20130427,1,8,323,330,19,3,3,189,265,9,9,7,3,0,4,11,9,2,14,6,7,1,3,3,13,15,-2,train,2,0,2,0,1,1,4,5,1,1,4,4,2
8214,20130426,1,8,333,355,19,6,3,285,111,8,10,7,3,1,3,14,13,1,2,17,7,5,2,0,11,5,6,train,0,4,-4,0,2,1,4,4,2,1,4,4,2
8215,20130421,2,10,345,354,13,4,4,370,146,3,17,9,5,2,2,12,10,2,14,12,9,4,0,5,10,11,-1,train,0,0,0,1,0,1,3,6,1,1,4,5,1
8216,20130421,2,10,373,379,13,4,4,156,147,6,14,9,4,2,3,9,6,3,22,5,9,1,2,6,4,17,-13,train,2,0,2,0,1,1,4,4,2,1,4,4,2
8217,20130421,2,10,395,377,13,4,4,187,193,4,15,9,3,6,0,9,6,3,21,6,9,1,3,5,3,13,-10,train,2,0,2,0,1,1,3,4,3,1,3,4,3
8218,20130421,2,10,367,396,13,4,4,202,214,19,8,9,2,2,5,9,16,-7,13,12,9,3,3,3,9,9,0,train,0,2,-2,0,2,1,4,4,2,1,4,4,2
8219,20130421,2,10,387,371,13,4,4,192,74,12,12,9,4,0,5,13,12,1,20,7,9,1,4,4,7,12,-5,train,1,0,1,0,1,1,4,4,2,1,4,4,2
8220,20130421,2,10,389,397,16,4,4,328,216,16,10,9,3,1,5,10,12,-2,7,14,9,4,2,3,8,5,3,train,3,2,1,0,1,1,3,4,3,1,4,5,1
8221,20130421,2,10,398,327,14,4,4,229,82,11,12,9,3,3,3,14,10,4,17,10,9,2,4,3,8,12,-4,train,3,0,3,0,1,1,4,4,2,1,4,5,1
8222,20130421,2,10,399,390,16,4,4,150,158,10,13,9,3,4,2,13,6,7,8,14,9,4,2,3,9,8,1,train,1,1,0,1,0,1,4,5,1,1,4,3,3
8223,20130421,2,10,388,334,16,4,4,183,207,18,9,9,2,3,4,7,11,-4,1,22,9,7,1,1,16,7,9,train,1,2,-1,0,2,1,4,4,2,1,3,4,3
8224,20130421,2,10,335,331,16,4,4,215,297,8,14,9,4,2,3,9,8,1,2,17,9,4,5,0,14,8,6,train,0,4,-4,0,2,1,3,6,1,1,4,4,2
8225,20130420,1,7,348,322,19,7,7,306,308,14,4,6,1,1,4,3,8,-5,1,18,6,6,0,0,19,7,12,train,1,0,1,0,1,1,4,4,2,1,4,5,1
8226,20130420,1,7,324,356,19,7,7,166,250,5,11,6,3,2,1,9,8,1,8,8,6,2,2,2,7,6,1,train,0,0,0,1,0,1,4,4,2,1,4,4,2
8227,20130420,1,7,349,358,16,6,7,301,311,16,3,6,0,3,3,5,11,-6,18,2,6,0,2,4,7,12,-5,train,2,1,1,0,1,1,3,4,3,1,3,5,2
8228,20130420,1,7,355,325,16,7,6,111,309,3,14,6,4,2,0,10,5,5,2,16,6,5,1,0,11,4,7,train,1,0,1,0,1,1,4,4,2,1,3,6,1
8229,20130420,1,7,347,329,15,7,6,213,212,17,2,6,0,2,4,6,10,-4,6,10,6,3,1,2,10,6,4,train,0,2,-2,0,2,1,3,5,2,1,3,6,1
8230,20130420,1,7,328,333,14,6,7,221,285,13,6,6,1,3,2,10,12,-2,11,7,6,2,1,3,11,13,-2,train,0,3,-3,0,2,1,4,4,2,1,4,4,2
8231,20130420,1,7,323,336,14,7,7,189,142,12,6,6,2,0,4,8,8,0,4,11,6,3,2,1,9,5,4,train,3,1,2,0,1,1,4,5,1,1,4,5,1
8232,20130420,1,7,332,340,13,7,7,162,153,10,8,6,2,2,2,5,12,-7,7,10,6,3,1,2,6,5,1,train,1,1,0,1,0,1,4,4,2,1,4,4,2
8233,20130420,1,7,330,326,13,7,7,265,201,15,3,6,0,3,3,9,13,-4,9,8,6,2,2,2,8,8,0,train,4,2,2,0,1,1,4,4,2,1,4,4,2
8234,20130417,2,9,388,345,19,3,3,183,370,18,9,8,2,3,3,6,9,-3,4,14,8,4,2,2,10,9,1,train,1,2,-1,0,2,1,4,4,2,1,3,6,1
8235,20130417,2,9,331,380,19,3,3,297,320,2,14,8,3,5,0,13,8,5,11,11,8,3,2,3,10,10,0,train,1,0,1,0,1,1,4,4,2,1,4,4,2
8236,20130417,2,9,395,398,19,3,3,187,229,3,14,8,3,5,0,8,5,3,8,11,8,3,2,3,13,9,4,train,1,1,0,1,0,1,3,4,3,1,4,4,2
8237,20130417,2,9,394,387,19,3,3,219,192,7,11,8,2,5,1,9,4,5,6,12,8,4,0,4,13,10,3,train,2,0,2,0,1,1,3,5,2,1,4,4,2
8238,20130417,2,9,327,354,19,3,3,82,146,15,10,8,2,4,2,8,10,-2,17,9,8,3,0,5,8,11,-3,train,0,2,-2,0,2,1,4,5,1,1,4,5,1
8239,20130417,2,9,396,399,19,3,3,214,150,16,9,8,2,3,3,7,9,-2,5,13,8,3,4,1,13,4,9,train,2,0,2,0,1,1,4,4,2,1,4,5,1
8240,20130417,2,9,371,397,19,3,3,74,216,20,7,8,1,4,3,7,11,-4,10,11,8,3,2,3,7,5,2,train,0,1,-1,0,2,1,4,4,2,1,4,5,1
8241,20130417,2,9,334,367,19,3,3,207,202,1,19,8,6,1,1,14,6,8,19,8,8,2,2,4,8,14,-6,train,2,1,1,0,1,1,3,6,1,1,4,4,2
8242,20130417,2,9,389,373,19,3,3,328,156,14,10,8,3,1,4,10,11,-1,9,11,8,3,2,3,8,6,2,train,0,1,-1,0,2,1,3,4,3,1,4,4,2
8243,20130417,2,9,377,390,19,3,3,193,158,21,6,8,1,3,4,3,12,-9,12,11,8,3,2,3,8,8,0,train,0,1,-1,0,2,1,3,4,3,1,4,3,3
8244,20130417,2,9,379,335,19,3,3,147,215,22,5,8,1,2,5,2,14,-12,13,11,8,3,2,3,6,6,0,train,2,3,-1,0,2,1,4,5,1,1,3,6,1
8245,20130414,2,8,387,331,13,7,7,192,297,4,12,7,4,0,3,13,9,4,6,11,7,2,5,0,12,8,4,train,0,1,-1,0,2,1,4,4,2,1,5,3,2
8246,20130414,1,6,329,328,13,8,8,212,221,7,7,5,2,1,2,8,6,2,10,6,5,1,3,1,10,10,0,train,2,0,2,0,1,1,3,6,1,1,4,4,2
8247,20130414,1,6,325,349,15,8,4,309,301,2,13,5,4,1,0,9,4,5,16,3,5,0,3,2,5,9,-4,train,2,0,2,0,1,1,3,6,1,1,3,4,3
8248,20130414,2,8,354,389,13,7,7,146,328,19,6,7,2,0,5,6,10,-4,11,10,7,3,1,3,9,9,0,train,2,1,1,0,1,1,4,5,1,1,3,4,3
8249,20130414,2,8,373,396,13,7,7,156,214,7,11,7,3,2,2,8,5,3,18,6,7,1,3,3,6,9,-3,train,0,1,-1,0,2,1,4,4,2,1,4,4,2
8250,20130414,2,8,380,379,13,7,7,320,147,8,11,7,3,2,2,9,8,1,22,2,7,0,2,5,0,13,-13,train,1,2,-1,0,2,1,4,4,2,1,4,5,1
8251,20130414,2,8,345,371,13,7,7,370,74,9,11,7,3,2,2,9,9,0,17,7,7,1,4,2,7,10,-3,train,1,0,1,0,1,1,3,6,1,1,4,4,2
8252,20130414,2,8,399,395,16,7,7,150,187,3,12,7,3,3,1,13,4,9,2,13,7,3,4,0,8,5,3,train,0,0,0,1,0,1,4,5,1,1,3,4,3
8253,20130414,2,8,394,327,16,7,7,219,82,13,8,7,1,5,1,6,4,2,10,10,7,2,4,1,8,7,1,train,3,0,3,0,1,1,3,5,2,1,4,5,1
8254,20130414,2,8,390,367,16,7,7,158,202,15,8,7,2,2,3,6,7,-1,16,8,7,2,2,3,7,12,-5,train,2,1,1,0,1,1,4,3,3,1,4,4,2
8255,20130414,2,8,335,334,16,7,7,215,207,12,10,7,3,1,3,6,6,0,1,18,7,6,0,1,14,6,8,train,0,0,0,1,0,1,3,5,2,1,5,4,1
8256,20130414,2,8,398,388,16,7,7,229,183,5,11,7,3,2,2,13,8,5,20,6,7,1,3,3,5,9,-4,train,0,1,-1,0,2,1,4,4,2,1,4,4,2
8257,20130414,2,8,397,377,19,7,7,216,193,14,8,7,2,2,3,5,5,0,21,6,7,1,3,3,3,10,-7,train,2,0,2,0,1,1,4,5,1,1,3,4,3
8258,20130413,1,6,326,323,14,7,3,201,189,11,5,5,1,2,2,6,7,-1,9,6,5,2,0,3,7,6,1,train,2,1,1,0,1,1,4,4,2,1,4,5,1
8259,20130413,1,6,322,330,14,7,3,308,265,1,15,5,5,0,0,17,6,11,15,3,5,0,3,2,8,11,-3,train,2,1,1,0,1,1,4,5,1,1,4,3,3
8260,20130413,1,6,336,348,14,3,3,142,306,5,8,5,2,2,1,7,5,2,14,4,5,1,1,3,3,6,-3,train,2,0,2,0,1,1,4,5,1,1,4,4,2
8261,20130413,1,6,356,333,13,3,7,250,285,12,5,5,1,2,2,4,5,-1,8,7,5,2,1,2,10,10,0,train,3,1,2,0,1,1,4,4,2,1,4,4,2
8262,20130413,1,6,358,324,14,3,3,311,166,18,2,5,0,2,3,5,9,-4,6,8,5,2,2,1,6,6,0,train,2,3,-1,0,2,1,3,5,2,1,4,4,2
8263,20130413,1,6,340,355,19,3,3,153,111,4,10,5,3,1,1,5,3,2,3,11,5,3,2,0,8,4,4,train,1,2,-1,0,2,1,4,4,2,1,4,4,2
8264,20130413,1,6,332,347,17,3,3,162,213,13,5,5,1,2,2,4,12,-8,17,2,5,0,2,3,6,9,-3,train,1,0,1,0,1,1,4,3,3,1,3,5,2
8265,20130407,2,7,331,394,14,7,7,297,219,3,10,6,2,4,0,12,8,4,14,7,6,1,4,1,6,4,2,train,0,0,0,1,0,1,4,4,2,1,3,6,1
8266,20130407,2,7,327,390,13,7,7,82,158,8,9,6,2,3,1,8,7,1,15,7,6,2,1,3,6,7,-1,train,0,0,0,1,0,1,4,5,1,1,4,3,3
8267,20130407,2,7,377,399,13,7,7,193,150,19,6,6,1,3,2,3,8,-5,7,9,6,2,3,1,11,4,7,train,0,2,-2,0,2,1,3,4,3,1,4,5,1
8268,20130407,2,7,379,398,13,7,7,147,229,22,2,6,0,2,4,0,10,-10,9,8,6,2,2,2,10,8,2,train,0,3,-3,0,2,1,4,5,1,1,4,4,2
8269,20130407,2,7,395,354,13,7,7,187,146,4,10,6,2,4,0,5,3,2,18,6,6,2,0,4,4,7,-3,train,3,2,1,0,1,1,3,4,3,1,4,5,1
8270,20130407,2,7,389,345,13,7,7,328,370,5,10,6,3,1,2,8,7,1,13,8,6,2,2,2,7,8,-1,train,1,2,-1,0,2,1,3,4,3,1,3,6,1
8271,20130407,2,7,367,397,16,7,7,202,216,21,5,6,1,2,3,6,12,-6,11,8,6,2,2,2,5,4,1,train,1,0,1,0,1,1,4,4,2,1,4,5,1
8272,20130407,2,7,396,380,16,7,7,214,320,16,6,6,1,3,2,5,7,-2,12,8,6,2,2,2,7,7,0,train,1,2,-1,0,2,1,5,3,2,1,4,4,2
8273,20130407,2,7,388,371,16,7,7,183,74,20,5,6,1,2,3,5,9,-4,17,6,6,1,3,2,7,10,-3,train,0,0,0,1,0,1,4,4,2,1,4,4,2
8274,20130407,2,7,335,373,16,7,7,215,156,6,10,6,3,1,2,5,4,1,10,8,6,2,2,2,6,4,2,train,1,2,-1,0,2,1,3,6,1,1,4,4,2
8275,20130407,2,7,334,387,16,7,7,207,192,1,15,6,5,0,1,13,6,7,2,12,6,4,0,2,13,8,5,train,1,0,1,0,1,1,4,4,2,1,4,4,2
8276,20130406,1,5,358,356,14,7,3,311,250,15,2,4,0,2,2,5,8,-3,13,2,4,0,2,2,3,5,-2,train,0,1,-1,0,2,1,3,5,2,1,4,4,2
8277,20130406,1,5,323,355,14,3,3,189,111,7,6,4,2,0,2,7,5,2,4,8,4,2,2,0,7,4,3,train,0,1,-1,0,2,1,4,5,1,1,4,4,2
8278,20130406,1,5,326,348,14,7,3,201,306,10,5,4,1,2,1,6,6,0,18,1,4,0,1,3,2,6,-4,train,0,1,-1,0,2,1,4,4,2,1,4,4,2
8279,20130406,1,5,329,322,14,7,3,212,308,5,7,4,2,1,1,7,3,4,1,12,4,4,0,0,14,5,9,train,1,3,-2,0,2,1,3,6,1,1,4,5,1
8280,20130406,1,5,328,332,14,3,7,221,162,8,6,4,1,3,0,10,9,1,17,2,4,0,2,2,3,12,-9,train,0,1,-1,0,2,1,4,4,2,1,4,3,3
8281,20130406,1,5,325,347,19,7,3,309,213,2,10,4,3,1,0,7,3,4,12,2,4,0,2,2,5,7,-2,train,2,1,1,0,1,1,3,6,1,1,3,5,2
8282,20130406,1,5,324,340,15,3,3,166,153,11,5,4,1,2,1,5,6,-1,3,10,4,3,1,0,5,2,3,train,1,0,1,0,1,1,4,5,1,1,4,4,2
8283,20130406,1,5,349,330,17,3,3,301,265,16,2,4,0,2,2,4,8,-4,14,2,4,0,2,2,7,10,-3,train,1,1,0,1,0,1,3,4,3,1,4,3,3
8284,20130406,1,5,333,336,17,7,3,285,142,9,6,4,2,0,2,7,7,0,6,7,4,2,1,1,4,2,2,train,3,3,0,1,0,1,4,4,2,1,4,5,1
8285,20130331,2,6,397,395,14,7,7,216,187,6,8,5,2,2,1,5,3,2,9,7,5,1,4,0,4,3,1,train,0,1,-1,0,2,1,4,5,1,1,3,4,3
8286,20130331,2,6,373,377,13,7,7,156,193,17,5,5,1,2,2,3,4,-1,14,6,5,1,3,1,3,5,-2,train,3,0,3,0,1,1,4,4,2,1,4,3,3
8287,20130331,2,6,380,334,13,7,7,320,207,7,8,5,2,2,1,6,5,1,1,12,5,4,0,1,11,5,6,train,1,2,-1,0,2,1,4,4,2,1,3,6,1
8288,20130331,2,6,390,396,13,7,7,158,214,12,6,5,2,0,3,5,6,-1,18,5,5,1,2,2,4,6,-2,train,1,1,0,1,0,1,4,3,3,1,5,3,2
8289,20130331,2,6,387,388,13,7,7,192,183,3,9,5,3,0,2,8,7,1,15,5,5,1,2,2,4,4,0,train,5,1,4,0,1,1,4,3,3,1,4,3,3
8290,20130331,2,6,371,335,13,7,7,74,215,19,5,5,1,2,2,6,9,-3,4,9,5,3,0,2,4,3,1,train,1,1,0,1,0,1,4,4,2,1,3,6,1
8291,20130331,2,6,354,331,16,7,7,146,297,13,6,5,2,0,3,3,4,-1,8,7,5,1,4,0,9,7,2,train,1,3,-2,0,2,1,4,5,1,1,4,4,2
8292,20130331,2,6,394,379,16,7,7,219,147,21,4,5,0,4,1,3,4,-1,22,2,5,0,2,3,0,7,-7,train,3,0,3,0,1,1,3,6,1,1,4,6,0
8293,20130331,2,6,345,327,16,7,7,370,82,20,5,5,1,2,2,4,7,-3,2,9,5,2,3,0,7,4,3,train,3,1,2,0,1,1,3,6,1,1,4,5,1
8294,20130331,2,6,398,389,16,7,7,229,328,5,8,5,2,2,1,9,6,3,10,7,5,2,1,2,6,6,0,train,1,2,-1,0,2,1,4,4,2,1,3,4,3
8295,20130331,2,6,399,367,16,7,7,150,202,11,6,5,1,3,1,5,3,2,16,5,5,1,2,2,5,6,-1,train,6,1,5,0,1,1,4,5,1,1,4,4,2
8296,20130330,1,4,330,356,15,10,7,265,250,18,1,3,0,1,2,6,9,-3,15,1,3,0,1,2,2,4,-2,train,1,1,0,1,0,1,4,3,3,1,4,4,2
8297,20130330,1,4,332,329,13,7,13,162,212,14,2,3,0,2,1,3,8,-5,9,4,3,1,1,1,3,3,0,train,0,4,-4,0,2,1,4,3,3,1,3,6,1
8298,20130330,1,4,340,326,13,7,14,153,201,2,9,3,3,0,0,4,1,3,8,4,3,1,1,1,5,5,0,train,1,1,0,1,0,1,4,4,2,1,4,4,2
8299,20130330,1,4,347,328,14,7,7,213,221,15,1,3,0,1,2,2,4,-2,5,5,3,1,2,0,7,6,1,train,3,3,0,1,0,1,3,5,2,1,4,4,2
8300,20130330,1,4,355,324,15,7,7,111,166,6,5,3,1,2,0,4,3,1,6,5,3,1,2,0,4,3,1,train,3,1,2,0,1,1,4,4,2,1,4,5,1
8301,20130330,1,4,336,349,15,7,7,142,301,10,4,3,1,1,1,2,2,0,13,2,3,0,2,1,4,6,-2,train,2,0,2,0,1,1,4,3,3,1,3,4,3
8302,20130330,1,4,333,358,15,14,7,285,311,11,3,3,1,0,2,4,6,-2,12,2,3,0,2,1,4,5,-1,train,3,1,2,0,1,1,4,4,2,1,3,5,2
8303,20130330,1,4,348,325,16,10,14,306,309,15,1,3,0,1,2,2,4,-2,3,7,3,2,1,0,5,3,2,train,0,2,-2,0,2,1,4,4,2,1,3,6,1
8304,20130330,1,4,322,323,19,7,7,308,189,1,9,3,3,0,0,11,3,8,4,6,3,2,0,1,5,2,3,train,3,2,1,0,1,1,4,5,1,1,4,5,1
8305,20130324,2,5,396,397,16,4,4,214,216,14,5,4,1,2,1,4,5,-1,11,5,4,1,2,1,4,3,1,train,0,1,-1,0,2,1,5,3,2,1,4,5,1
8306,20130324,2,5,380,345,13,4,4,320,370,4,7,4,2,1,1,5,4,1,19,4,4,1,1,2,3,6,-3,train,1,1,0,1,0,1,4,4,2,1,3,6,1
8307,20130324,2,5,327,373,13,4,4,82,156,3,8,4,2,2,0,6,3,3,17,4,4,1,1,2,2,3,-1,train,1,1,0,1,0,1,4,5,1,1,4,4,2
8308,20130324,2,5,367,387,13,4,4,202,192,13,5,4,1,2,1,4,4,0,7,6,4,2,0,2,6,6,0,train,1,2,-1,0,2,1,4,4,2,1,4,4,2
8309,20130324,2,5,379,389,13,4,4,147,328,22,2,4,0,2,2,0,6,-6,16,4,4,1,1,2,5,6,-1,train,0,1,-1,0,2,1,4,4,2,1,3,4,3
8310,20130324,2,5,335,398,13,4,4,215,229,9,6,4,2,0,2,3,3,0,2,8,4,2,2,0,9,5,4,train,1,0,1,0,1,1,3,6,1,1,4,4,2
8311,20130324,2,5,390,354,14,4,4,158,146,8,6,4,2,0,2,5,5,0,21,3,4,1,0,3,2,4,-2,train,0,1,-1,0,2,1,4,3,3,1,4,5,1
8312,20130324,2,5,394,371,16,4,4,219,74,20,3,4,0,3,1,2,3,-1,18,4,4,1,1,2,5,8,-3,train,1,1,0,1,0,1,3,4,3,1,4,4,2
8313,20130324,2,5,388,395,16,4,4,183,187,11,5,4,1,2,1,4,3,1,15,4,4,0,4,0,3,3,0,train,0,1,-1,0,2,1,4,4,2,1,3,4,3
8314,20130324,2,5,331,399,16,4,4,297,150,5,6,4,1,3,0,8,6,2,10,5,4,1,2,1,4,2,2,train,1,1,0,1,0,1,4,4,2,1,4,5,1
8315,20130324,2,5,334,377,16,4,4,207,193,1,9,4,3,0,1,7,4,3,6,6,4,1,3,0,2,1,1,train,4,1,3,0,1,1,3,5,2,1,4,4,2
8316,20130320,2,4,398,334,13,3,3,229,207,7,5,3,1,2,0,5,4,1,1,9,3,3,0,0,6,0,6,train,4,1,3,0,1,1,4,4,2,1,3,6,1
8317,20130320,2,4,387,373,13,3,3,192,156,16,3,3,1,0,2,4,5,-1,12,4,3,1,1,1,1,1,0,train,2,1,1,0,1,1,4,4,2,1,4,4,2
8318,20130320,2,4,371,331,13,3,3,74,297,18,3,3,1,0,2,3,6,-3,5,5,3,1,2,0,6,4,2,train,2,2,0,1,0,1,4,4,2,1,4,4,2
8319,20130320,2,4,389,390,13,3,3,328,158,20,1,3,0,1,2,3,5,-2,3,6,3,2,0,1,4,3,1,train,2,1,1,0,1,1,3,4,3,1,4,3,3
8320,20130320,2,4,399,327,15,3,3,150,82,8,4,3,1,1,1,3,1,2,2,7,3,2,1,0,5,2,3,train,1,1,0,1,0,1,4,5,1,1,4,5,1
8321,20130320,2,4,377,388,15,3,3,193,183,15,3,3,0,3,0,1,1,0,6,5,3,1,2,0,4,2,2,train,1,0,1,0,1,1,4,3,3,1,4,4,2
8322,20130320,2,4,367,394,16,3,3,202,219,10,4,3,1,1,1,3,3,0,19,2,3,0,2,1,1,2,-1,train,1,1,0,1,0,1,4,4,2,1,4,4,2
8323,20130320,2,4,354,380,16,3,3,146,320,17,3,3,1,0,2,1,2,-1,10,4,3,1,1,1,3,3,0,train,1,2,-1,0,2,1,4,5,1,1,4,4,2
8324,20130320,2,4,397,379,16,3,3,216,147,9,4,3,1,1,1,4,3,1,22,1,3,0,1,2,0,6,-6,train,0,0,0,1,0,1,3,5,2,1,4,4,2
8325,20130320,2,4,395,396,16,3,3,187,214,14,3,3,0,3,0,2,2,0,13,4,3,1,1,1,3,4,-1,train,1,1,0,1,0,1,3,4,3,1,5,3,2
8326,20130320,2,4,345,335,13,3,3,370,215,21,1,3,0,1,2,2,6,-4,4,6,3,2,0,1,3,2,1,train,1,0,1,0,1,1,3,6,1,1,3,6,1
8327,20130317,2,3,373,399,16,7,7,156,150,11,3,2,1,0,1,1,1,0,9,3,2,1,0,1,3,1,2,train,0,0,0,1,0,1,4,4,2,1,4,5,1
8328,20130317,1,3,329,324,13,8,8,212,166,7,3,2,1,0,1,3,3,0,5,4,2,1,1,0,4,3,1,train,0,0,0,1,0,1,3,6,1,1,4,3,3
8329,20130317,2,3,380,371,13,7,7,320,74,6,4,2,1,1,0,2,1,1,21,0,2,0,0,2,1,5,-4,train,1,2,-1,0,2,1,5,3,2,1,4,4,2
8330,20130317,2,3,327,396,13,7,7,82,214,6,4,2,1,1,0,2,1,1,6,4,2,1,1,0,2,1,1,train,3,1,2,0,1,1,4,5,1,1,5,2,3
8331,20130317,2,3,389,367,13,7,7,328,202,16,1,2,0,1,1,2,3,-1,17,1,2,0,1,1,1,2,-1,train,1,2,-1,0,2,1,3,4,3,1,4,4,2
8332,20130317,2,3,390,398,13,7,7,158,229,2,6,2,2,0,0,3,1,2,13,2,2,0,2,0,3,3,0,train,1,2,-1,0,2,1,4,3,3,1,4,4,2
8333,20130317,2,3,387,345,16,7,7,192,370,20,0,2,0,0,2,2,5,-3,19,1,2,0,1,1,2,4,-2,train,2,0,2,0,1,1,4,4,2,1,3,6,1
8334,20130317,2,3,394,395,16,7,7,219,187,18,1,2,0,1,1,0,1,-1,14,2,2,0,2,0,1,1,0,train,1,1,0,1,0,1,4,5,1,1,3,4,3
8335,20130317,2,3,331,388,16,7,7,297,183,3,4,2,1,1,0,6,4,2,4,4,2,1,1,0,4,2,2,train,0,0,0,1,0,1,4,4,2,1,4,4,2
8336,20130317,2,3,334,354,16,7,7,207,146,1,6,2,2,0,0,5,0,5,11,3,2,1,0,1,1,1,0,train,1,0,1,0,1,1,4,4,2,1,4,5,1
8337,20130317,2,3,335,397,16,7,7,215,216,10,3,2,1,0,1,2,2,0,4,4,2,1,1,0,4,2,2,train,1,0,1,0,1,1,3,6,1,1,3,4,3
8338,20130317,2,3,379,377,19,7,7,147,193,22,0,2,0,0,2,0,6,-6,14,2,2,0,2,0,1,1,0,train,0,0,0,1,0,1,4,5,1,1,4,4,2
8339,20130316,1,3,358,325,14,7,7,311,309,11,1,2,0,1,1,2,3,-1,3,6,2,2,0,0,3,1,2,train,2,2,0,1,0,1,3,5,2,1,3,6,1
8340,20130316,1,3,326,333,14,7,7,201,285,10,1,2,0,1,1,3,4,-1,8,3,2,1,0,1,3,4,-1,train,2,1,1,0,1,1,4,4,2,1,4,4,2
8341,20130316,1,3,322,347,14,7,7,308,213,1,6,2,2,0,0,9,2,7,13,1,2,0,1,1,1,2,-1,train,2,1,1,0,1,1,4,4,2,1,5,3,2
8342,20130316,1,3,328,330,14,7,7,221,265,9,2,2,0,2,0,2,2,0,16,1,2,0,1,1,2,4,-2,train,5,4,1,0,1,1,4,4,2,1,4,3,3
8343,20130316,1,3,349,332,16,7,7,301,162,15,1,2,0,1,1,3,5,-2,17,1,2,0,1,1,2,7,-5,train,1,1,0,1,0,1,3,4,3,1,3,5,2
8344,20130316,1,3,355,348,15,7,7,111,306,6,4,2,1,1,0,3,2,1,18,0,2,0,0,2,1,3,-2,train,1,1,0,1,0,1,4,4,2,1,4,4,2
