,第n回,種別,No,開催日,試合結果,くじ結果,当選金_1,当選金_2,当選金_3,次回への繰越金_1,次回への繰越金_2,次回への繰越金_3,当せん口数_1,当せん口数_2,当せん口数_3,販売開始日,販売終了日,結果発表日,払戻開始日,払戻期限,ホーム,アウェイ
5818,971,mini toto-B組,5,20171119,1-1,0,12302,0,0,0,0,0,534,0,0,2017年11月11日(土),2017年11月18日(土),2017年11月19日(日),2017年11月21日(火),2018年11月20日(火),ファジアーノ岡山,アビスパ福岡
5819,973,toto,1,20171126,2-2,0,0,1409317,92190,46035710,0,0,0,7,107,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),ベガルタ仙台,横浜Ｆ・マリノス
5820,973,toto,2,20171126,0-0,0,0,1409317,92190,46035710,0,0,0,7,107,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),鹿島アントラーズ,柏レイソル
5821,973,toto,3,20171126,0-0,0,0,1409317,92190,46035710,0,0,0,7,107,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),大宮アルディージャ,ヴァンフォーレ甲府
5822,973,toto,4,20171126,3-1,1,0,1409317,92190,46035710,0,0,0,7,107,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),セレッソ大阪,ヴィッセル神戸
5823,973,toto,5,20171126,0-2,2,0,1409317,92190,46035710,0,0,0,7,107,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),サガン鳥栖,ジュビロ磐田
5824,973,toto,6,20171126,2-3,2,0,1409317,92190,46035710,0,0,0,7,107,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),清水エスパルス,アルビレックス新潟
5825,973,toto,7,20171126,0-1,2,0,1409317,92190,46035710,0,0,0,7,107,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),ガンバ大阪,北海道コンサドーレ札幌
5826,973,toto,8,20171126,2-1,1,0,1409317,92190,46035710,0,0,0,7,107,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),サンフレッチェ広島,ＦＣ東京
5827,973,toto,9,20171126,0-0,0,0,1409317,92190,46035710,0,0,0,7,107,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),栃木ＳＣ,ＡＣ長野パルセイロ
5828,973,toto,10,20171126,0-0,0,0,1409317,92190,46035710,0,0,0,7,107,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),ギラヴァンツ北九州,アスルクラロ沼津
5829,973,toto,11,20171126,3-0,1,0,1409317,92190,46035710,0,0,0,7,107,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),福島ユナイテッドＦＣ,Ｙ．Ｓ．Ｃ．Ｃ．横浜
5830,973,toto,12,20171126,1-1,0,0,1409317,92190,46035710,0,0,0,7,107,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),カターレ富山,ガイナーレ鳥取
5831,973,toto,13,20171126,3-0,1,0,1409317,92190,46035710,0,0,0,7,107,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),藤枝ＭＹＦＣ,ブラウブリッツ秋田
5832,973,mini toto-A組,1,20171126,2-2,0,11405,0,0,0,0,0,731,0,0,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),ベガルタ仙台,横浜Ｆ・マリノス
5833,973,mini toto-A組,2,20171126,0-0,0,11405,0,0,0,0,0,731,0,0,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),鹿島アントラーズ,柏レイソル
5834,973,mini toto-A組,3,20171126,0-0,0,11405,0,0,0,0,0,731,0,0,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),大宮アルディージャ,ヴァンフォーレ甲府
5835,973,mini toto-A組,4,20171126,3-1,1,11405,0,0,0,0,0,731,0,0,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),セレッソ大阪,ヴィッセル神戸
5836,973,mini toto-A組,5,20171126,0-2,2,11405,0,0,0,0,0,731,0,0,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),サガン鳥栖,ジュビロ磐田
5837,973,mini toto-B組,1,20171126,2-3,2,13597,0,0,0,0,0,442,0,0,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),清水エスパルス,アルビレックス新潟
5838,973,mini toto-B組,2,20171126,0-1,2,13597,0,0,0,0,0,442,0,0,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),ガンバ大阪,北海道コンサドーレ札幌
5839,973,mini toto-B組,3,20171126,2-1,1,13597,0,0,0,0,0,442,0,0,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),サンフレッチェ広島,ＦＣ東京
5840,973,mini toto-B組,4,20171126,0-0,0,13597,0,0,0,0,0,442,0,0,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),栃木ＳＣ,ＡＣ長野パルセイロ
5841,973,mini toto-B組,5,20171126,0-0,0,13597,0,0,0,0,0,442,0,0,2017年11月18日(土),2017年11月26日(日),2017年11月26日(日),2017年11月28日(火),2018年11月27日(火),ギラヴァンツ北九州,アスルクラロ沼津
5842,974,toto,1,20171202,0-1,2,21364956,150454,14610,0,0,0,6,117,1205,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),浦和レッズ,横浜Ｆ・マリノス
5843,974,toto,2,20171202,0-0,0,21364956,150454,14610,0,0,0,6,117,1205,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),ＦＣ東京,ガンバ大阪
5844,974,toto,3,20171202,1-3,2,21364956,150454,14610,0,0,0,6,117,1205,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),ヴィッセル神戸,清水エスパルス
5845,974,toto,4,20171202,3-2,1,21364956,150454,14610,0,0,0,6,117,1205,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),北海道コンサドーレ札幌,サガン鳥栖
5846,974,toto,5,20171202,1-0,1,21364956,150454,14610,0,0,0,6,117,1205,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),ヴァンフォーレ甲府,ベガルタ仙台
5847,974,toto,6,20171202,0-0,0,21364956,150454,14610,0,0,0,6,117,1205,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),ジュビロ磐田,鹿島アントラーズ
5848,974,toto,7,20171202,1-0,1,21364956,150454,14610,0,0,0,6,117,1205,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),柏レイソル,サンフレッチェ広島
5849,974,toto,8,20171202,5-0,1,21364956,150454,14610,0,0,0,6,117,1205,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),川崎フロンターレ,大宮アルディージャ
5850,974,toto,9,20171202,1-0,1,21364956,150454,14610,0,0,0,6,117,1205,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),アルビレックス新潟,セレッソ大阪
5851,974,toto,10,20171203,1-1,0,21364956,150454,14610,0,0,0,6,117,1205,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),アスルクラロ沼津,栃木ＳＣ
5852,974,toto,11,20171203,1-0,1,21364956,150454,14610,0,0,0,6,117,1205,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),ＦＣ琉球,カターレ富山
5853,974,toto,12,20171203,1-1,0,21364956,150454,14610,0,0,0,6,117,1205,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),ＡＣ長野パルセイロ,ギラヴァンツ北九州
5854,974,toto,13,20171203,0-3,2,21364956,150454,14610,0,0,0,6,117,1205,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),ガイナーレ鳥取,ブラウブリッツ秋田
5855,974,mini toto-A組,1,20171202,0-1,2,21080,0,0,0,0,0,420,0,0,2017年11月25日(土),2017年12月02日(土),2017年12月02日(土),2017年12月05日(火),2018年12月04日(火),浦和レッズ,横浜Ｆ・マリノス
5856,974,mini toto-A組,2,20171202,0-0,0,21080,0,0,0,0,0,420,0,0,2017年11月25日(土),2017年12月02日(土),2017年12月02日(土),2017年12月05日(火),2018年12月04日(火),ＦＣ東京,ガンバ大阪
5857,974,mini toto-A組,3,20171202,1-3,2,21080,0,0,0,0,0,420,0,0,2017年11月25日(土),2017年12月02日(土),2017年12月02日(土),2017年12月05日(火),2018年12月04日(火),ヴィッセル神戸,清水エスパルス
5858,974,mini toto-A組,4,20171202,3-2,1,21080,0,0,0,0,0,420,0,0,2017年11月25日(土),2017年12月02日(土),2017年12月02日(土),2017年12月05日(火),2018年12月04日(火),北海道コンサドーレ札幌,サガン鳥栖
5859,974,mini toto-A組,5,20171202,1-0,1,21080,0,0,0,0,0,420,0,0,2017年11月25日(土),2017年12月02日(土),2017年12月02日(土),2017年12月05日(火),2018年12月04日(火),ヴァンフォーレ甲府,ベガルタ仙台
5860,974,mini toto-B組,1,20171202,1-0,1,6031,0,0,0,0,0,1202,0,0,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),柏レイソル,サンフレッチェ広島
5861,974,mini toto-B組,2,20171202,5-0,1,6031,0,0,0,0,0,1202,0,0,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),川崎フロンターレ,大宮アルディージャ
5862,974,mini toto-B組,3,20171202,1-0,1,6031,0,0,0,0,0,1202,0,0,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),アルビレックス新潟,セレッソ大阪
5863,974,mini toto-B組,4,20171203,1-1,0,6031,0,0,0,0,0,1202,0,0,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),アスルクラロ沼津,栃木ＳＣ
5864,974,mini toto-B組,5,20171203,1-0,1,6031,0,0,0,0,0,1202,0,0,2017年11月25日(土),2017年12月02日(土),2017年12月03日(日),2017年12月05日(火),2018年12月04日(火),ＦＣ琉球,カターレ富山
5865,988,toto,1,20180224,1-1,0,45439835,463628,54100,0,0,0,1,21,180,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),ＦＣ東京,浦和レッズ
5866,988,toto,2,20180224,1-0,1,45439835,463628,54100,0,0,0,1,21,180,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),サンフレッチェ広島,北海道コンサドーレ札幌
5867,988,toto,3,20180224,2-3,2,45439835,463628,54100,0,0,0,1,21,180,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),ガンバ大阪,名古屋グランパス
5868,988,toto,4,20180225,1-0,1,45439835,463628,54100,0,0,0,1,21,180,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),ベガルタ仙台,柏レイソル
5869,988,toto,5,20180225,0-0,0,45439835,463628,54100,0,0,0,1,21,180,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),清水エスパルス,鹿島アントラーズ
5870,988,toto,6,20180224,2-1,1,45439835,463628,54100,0,0,0,1,21,180,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),湘南ベルマーレ,Ｖ・ファーレン長崎
5871,988,toto,7,20180225,0-3,2,45439835,463628,54100,0,0,0,1,21,180,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),ジュビロ磐田,川崎フロンターレ
5872,988,toto,8,20180225,1-1,0,45439835,463628,54100,0,0,0,1,21,180,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),セレッソ大阪,横浜Ｆ・マリノス
5873,988,toto,9,20180225,2-1,1,45439835,463628,54100,0,0,0,1,21,180,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),大宮アルディージャ,ヴァンフォーレ甲府
5874,988,toto,10,20180225,4-1,1,45439835,463628,54100,0,0,0,1,21,180,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),レノファ山口ＦＣ,ロアッソ熊本
5875,988,toto,11,20180225,0-2,2,45439835,463628,54100,0,0,0,1,21,180,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),京都サンガF.C.,ＦＣ町田ゼルビア
5876,988,toto,12,20180225,3-0,1,45439835,463628,54100,0,0,0,1,21,180,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),水戸ホーリーホック,モンテディオ山形
5877,988,toto,13,20180225,0-1,2,45439835,463628,54100,0,0,0,1,21,180,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),カマタマーレ讃岐,アルビレックス新潟
5878,988,mini toto-A組,1,20180224,1-1,0,26270,0,0,0,0,0,344,0,0,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),ＦＣ東京,浦和レッズ
5879,988,mini toto-A組,2,20180224,1-0,1,26270,0,0,0,0,0,344,0,0,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),サンフレッチェ広島,北海道コンサドーレ札幌
5880,988,mini toto-A組,3,20180224,2-3,2,26270,0,0,0,0,0,344,0,0,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),ガンバ大阪,名古屋グランパス
5881,988,mini toto-A組,4,20180225,1-0,1,26270,0,0,0,0,0,344,0,0,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),ベガルタ仙台,柏レイソル
5882,988,mini toto-A組,5,20180225,0-0,0,26270,0,0,0,0,0,344,0,0,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),清水エスパルス,鹿島アントラーズ
5883,988,mini toto-B組,1,20180224,2-1,1,5859,0,0,0,0,0,1109,0,0,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),湘南ベルマーレ,Ｖ・ファーレン長崎
5884,988,mini toto-B組,2,20180225,0-3,2,5859,0,0,0,0,0,1109,0,0,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),ジュビロ磐田,川崎フロンターレ
5885,988,mini toto-B組,3,20180225,1-1,0,5859,0,0,0,0,0,1109,0,0,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),セレッソ大阪,横浜Ｆ・マリノス
5886,988,mini toto-B組,4,20180225,2-1,1,5859,0,0,0,0,0,1109,0,0,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),大宮アルディージャ,ヴァンフォーレ甲府
5887,988,mini toto-B組,5,20180225,4-1,1,5859,0,0,0,0,0,1109,0,0,2018年02月17日(土),2018年02月24日(土),2018年02月25日(日),2018年02月27日(火),2019年02月26日(火),レノファ山口ＦＣ,ロアッソ熊本
5888,989,toto,1,20180303,1-0,1,0,1792437,165960,41822795,0,0,0,5,54,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),名古屋グランパス,ジュビロ磐田
5889,989,toto,2,20180303,0-1,2,0,1792437,165960,41822795,0,0,0,5,54,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),ＦＣ東京,ベガルタ仙台
5890,989,toto,3,20180303,1-0,1,0,1792437,165960,41822795,0,0,0,5,54,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),鹿島アントラーズ,ガンバ大阪
5891,989,toto,4,20180303,2-4,2,0,1792437,165960,41822795,0,0,0,5,54,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),ヴィッセル神戸,清水エスパルス
5892,989,toto,5,20180303,2-2,0,0,1792437,165960,41822795,0,0,0,5,54,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),Ｖ・ファーレン長崎,サガン鳥栖
5893,989,toto,6,20180304,1-2,2,0,1792437,165960,41822795,0,0,0,5,54,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),浦和レッズ,サンフレッチェ広島
5894,989,toto,7,20180303,0-0,0,0,1792437,165960,41822795,0,0,0,5,54,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),ヴァンフォーレ甲府,東京ヴェルディ
5895,989,toto,8,20180304,0-0,0,0,1792437,165960,41822795,0,0,0,5,54,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),ジェフユナイテッド千葉,水戸ホーリーホック
5896,989,toto,9,20180304,2-2,0,0,1792437,165960,41822795,0,0,0,5,54,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),大分トリニータ,モンテディオ山形
5897,989,toto,10,20180304,3-2,1,0,1792437,165960,41822795,0,0,0,5,54,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),ＦＣ町田ゼルビア,大宮アルディージャ
5898,989,toto,11,20180304,1-0,1,0,1792437,165960,41822795,0,0,0,5,54,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),レノファ山口ＦＣ,愛媛ＦＣ
5899,989,toto,12,20180304,2-1,1,0,1792437,165960,41822795,0,0,0,5,54,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),ロアッソ熊本,徳島ヴォルティス
5900,989,toto,13,20180304,0-1,2,0,1792437,165960,41822795,0,0,0,5,54,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),ツエーゲン金沢,カマタマーレ讃岐
5901,989,mini toto-A組,1,20180303,1-0,1,12745,0,0,0,0,0,744,0,0,2018年02月24日(土),2018年03月03日(土),2018年03月03日(土),2018年03月06日(火),2019年03月05日(火),名古屋グランパス,ジュビロ磐田
5902,989,mini toto-A組,2,20180303,0-1,2,12745,0,0,0,0,0,744,0,0,2018年02月24日(土),2018年03月03日(土),2018年03月03日(土),2018年03月06日(火),2019年03月05日(火),ＦＣ東京,ベガルタ仙台
5903,989,mini toto-A組,3,20180303,1-0,1,12745,0,0,0,0,0,744,0,0,2018年02月24日(土),2018年03月03日(土),2018年03月03日(土),2018年03月06日(火),2019年03月05日(火),鹿島アントラーズ,ガンバ大阪
5904,989,mini toto-A組,4,20180303,2-4,2,12745,0,0,0,0,0,744,0,0,2018年02月24日(土),2018年03月03日(土),2018年03月03日(土),2018年03月06日(火),2019年03月05日(火),ヴィッセル神戸,清水エスパルス
5905,989,mini toto-A組,5,20180303,2-2,0,12745,0,0,0,0,0,744,0,0,2018年02月24日(土),2018年03月03日(土),2018年03月03日(土),2018年03月06日(火),2019年03月05日(火),Ｖ・ファーレン長崎,サガン鳥栖
5906,989,mini toto-B組,1,20180304,1-2,2,60469,0,0,0,0,0,101,0,0,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),浦和レッズ,サンフレッチェ広島
5907,989,mini toto-B組,2,20180303,0-0,0,60469,0,0,0,0,0,101,0,0,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),ヴァンフォーレ甲府,東京ヴェルディ
5908,989,mini toto-B組,3,20180304,0-0,0,60469,0,0,0,0,0,101,0,0,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),ジェフユナイテッド千葉,水戸ホーリーホック
5909,989,mini toto-B組,4,20180304,2-2,0,60469,0,0,0,0,0,101,0,0,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),大分トリニータ,モンテディオ山形
5910,989,mini toto-B組,5,20180304,3-2,1,60469,0,0,0,0,0,101,0,0,2018年02月24日(土),2018年03月03日(土),2018年03月04日(日),2018年03月06日(火),2019年03月05日(火),ＦＣ町田ゼルビア,大宮アルディージャ
5911,990,mini toto-A組,1,20180307,1-0,1,11876,0,0,0,0,0,734,0,0,2018年02月28日(水),2018年03月07日(水),2018年03月07日(水),2018年03月09日(金),2019年03月08日(金),清水エスパルス,ジュビロ磐田
5912,990,mini toto-A組,2,20180307,1-0,1,11876,0,0,0,0,0,734,0,0,2018年02月28日(水),2018年03月07日(水),2018年03月07日(水),2018年03月09日(金),2019年03月08日(金),湘南ベルマーレ,サガン鳥栖
5913,990,mini toto-A組,3,20180307,2-2,0,11876,0,0,0,0,0,734,0,0,2018年02月28日(水),2018年03月07日(水),2018年03月07日(水),2018年03月09日(金),2019年03月08日(金),ヴィッセル神戸,Ｖ・ファーレン長崎
5914,990,mini toto-A組,4,20180307,1-4,2,11876,0,0,0,0,0,734,0,0,2018年02月28日(水),2018年03月07日(水),2018年03月07日(水),2018年03月09日(金),2019年03月08日(金),名古屋グランパス,浦和レッズ
5915,990,mini toto-A組,5,20180307,0-4,2,11876,0,0,0,0,0,734,0,0,2018年02月28日(水),2018年03月07日(水),2018年03月07日(水),2018年03月09日(金),2019年03月08日(金),ガンバ大阪,サンフレッチェ広島
5916,991,toto,1,20180310,2-0,1,0,458688,30260,95340035,0,0,0,25,379,2018年03月03日(土),2018年03月10日(土),2018年03月11日(日),2018年03月13日(火),2019年03月12日(火),川崎フロンターレ,ガンバ大阪
5917,991,toto,2,20180310,1-2,2,0,458688,30260,95340035,0,0,0,25,379,2018年03月03日(土),2018年03月10日(土),2018年03月11日(日),2018年03月13日(火),2019年03月12日(火),横浜Ｆ・マリノス,サガン鳥栖
5918,991,toto,3,20180310,1-1,0,0,458688,30260,95340035,0,0,0,25,379,2018年03月03日(土),2018年03月10日(土),2018年03月11日(日),2018年03月13日(火),2019年03月12日(火),ベガルタ仙台,ヴィッセル神戸
5919,991,toto,4,20180310,1-1,0,0,458688,30260,95340035,0,0,0,25,379,2018年03月03日(土),2018年03月10日(土),2018年03月11日(日),2018年03月13日(火),2019年03月12日(火),柏レイソル,セレッソ大阪
5920,991,toto,5,20180310,2-0,1,0,458688,30260,95340035,0,0,0,25,379,2018年03月03日(土),2018年03月10日(土),2018年03月11日(日),2018年03月13日(火),2019年03月12日(火),ジュビロ磐田,ＦＣ東京
5921,991,toto,6,20180310,1-3,2,0,458688,30260,95340035,0,0,0,25,379,2018年03月03日(土),2018年03月10日(土),2018年03月11日(日),2018年03月13日(火),2019年03月12日(火),北海道コンサドーレ札幌,清水エスパルス
5922,991,toto,7,20180310,1-1,0,0,458688,30260,95340035,0,0,0,25,379,2018年03月03日(土),2018年03月10日(土),2018年03月11日(日),2018年03月13日(火),2019年03月12日(火),Ｖ・ファーレン長崎,浦和レッズ
5923,991,toto,8,20180310,0-1,2,0,458688,30260,95340035,0,0,0,25,379,2018年03月03日(土),2018年03月10日(土),2018年03月11日(日),2018年03月13日(火),2019年03月12日(火),鹿島アントラーズ,サンフレッチェ広島
5924,991,toto,9,20180311,0-0,0,0,458688,30260,95340035,0,0,0,25,379,2018年03月03日(土),2018年03月10日(土),2018年03月11日(日),2018年03月13日(火),2019年03月12日(火),湘南ベルマーレ,名古屋グランパス
5925,991,toto,10,20180311,3-0,1,0,458688,30260,95340035,0,0,0,25,379,2018年03月03日(土),2018年03月10日(土),2018年03月11日(日),2018年03月13日(火),2019年03月12日(火),横浜ＦＣ,愛媛ＦＣ
5926,991,toto,11,20180311,1-1,0,0,458688,30260,95340035,0,0,0,25,379,2018年03月03日(土),2018年03月10日(土),2018年03月11日(日),2018年03月13日(火),2019年03月12日(火),アルビレックス新潟,京都サンガF.C.
5927,991,toto,12,20180311,0-1,2,0,458688,30260,95340035,0,0,0,25,379,2018年03月03日(土),2018年03月10日(土),2018年03月11日(日),2018年03月13日(火),2019年03月12日(火),ツエーゲン金沢,アビスパ福岡
5928,991,toto,13,20180311,1-0,1,0,458688,30260,95340035,0,0,0,25,379,2018年03月03日(土),2018年03月10日(土),2018年03月11日(日),2018年03月13日(火),2019年03月12日(火),ファジアーノ岡山,大分トリニータ
5929,991,mini toto-A組,1,20180310,2-0,1,11117,0,0,0,0,0,685,0,0,2018年03月03日(土),2018年03月10日(土),2018年03月10日(土),2018年03月13日(火),2019年03月12日(火),川崎フロンターレ,ガンバ大阪
5930,991,mini toto-A組,2,20180310,1-2,2,11117,0,0,0,0,0,685,0,0,2018年03月03日(土),2018年03月10日(土),2018年03月10日(土),2018年03月13日(火),2019年03月12日(火),横浜Ｆ・マリノス,サガン鳥栖
5931,991,mini toto-A組,3,20180310,1-1,0,11117,0,0,0,0,0,685,0,0,2018年03月03日(土),2018年03月10日(土),2018年03月10日(土),2018年03月13日(火),2019年03月12日(火),ベガルタ仙台,ヴィッセル神戸
5932,991,mini toto-A組,4,20180310,1-1,0,11117,0,0,0,0,0,685,0,0,2018年03月03日(土),2018年03月10日(土),2018年03月10日(土),2018年03月13日(火),2019年03月12日(火),柏レイソル,セレッソ大阪
5933,991,mini toto-A組,5,20180310,2-0,1,11117,0,0,0,0,0,685,0,0,2018年03月03日(土),2018年03月10日(土),2018年03月10日(土),2018年03月13日(火),2019年03月12日(火),ジュビロ磐田,ＦＣ東京
5934,991,mini toto-B組,1,20180310,1-3,2,16866,0,0,0,0,0,436,0,0,2018年03月03日(土),2018年03月10日(土),2018年03月11日(日),2018年03月13日(火),2019年03月12日(火),北海道コンサドーレ札幌,清水エスパルス
5935,991,mini toto-B組,2,20180310,1-1,0,16866,0,0,0,0,0,436,0,0,2018年03月03日(土),2018年03月10日(土),2018年03月11日(日),2018年03月13日(火),2019年03月12日(火),Ｖ・ファーレン長崎,浦和レッズ
5936,991,mini toto-B組,3,20180310,0-1,2,16866,0,0,0,0,0,436,0,0,2018年03月03日(土),2018年03月10日(土),2018年03月11日(日),2018年03月13日(火),2019年03月12日(火),鹿島アントラーズ,サンフレッチェ広島
5937,991,mini toto-B組,4,20180311,0-0,0,16866,0,0,0,0,0,436,0,0,2018年03月03日(土),2018年03月10日(土),2018年03月11日(日),2018年03月13日(火),2019年03月12日(火),湘南ベルマーレ,名古屋グランパス
