,第n回,種別,No,開催日,試合結果,くじ結果,当選金_1,当選金_2,当選金_3,次回への繰越金_1,次回への繰越金_2,次回への繰越金_3,当せん口数_1,当せん口数_2,当せん口数_3,販売開始日,販売終了日,結果発表日,払戻開始日,払戻期限,ホーム,アウェイ
964,605,mini toto-B組,2,20121201,2-0,1,7915,0,0,0,0,0,2311,0,0,2012年11月24日(土),2012年12月01日(土),2012年12月01日(土),2012年12月04日(火),2013年12月03日(火),鹿島アントラーズ,柏レイソル
965,605,mini toto-B組,3,20121201,6-2,1,7915,0,0,0,0,0,2311,0,0,2012年11月24日(土),2012年12月01日(土),2012年12月01日(土),2012年12月04日(火),2013年12月03日(火),ＦＣ東京,ベガルタ仙台
966,605,mini toto-B組,4,20121201,4-1,1,7915,0,0,0,0,0,2311,0,0,2012年11月24日(土),2012年12月01日(土),2012年12月01日(土),2012年12月04日(火),2013年12月03日(火),アルビレックス新潟,北海道コンサドーレ札幌
967,605,mini toto-B組,5,20121201,0-0,0,7915,0,0,0,0,0,2311,0,0,2012年11月24日(土),2012年12月01日(土),2012年12月01日(土),2012年12月04日(火),2013年12月03日(火),清水エスパルス,大宮アルディージャ
968,606,mini toto-A組,1,20121215,3-2,1,2312,0,0,0,0,0,17602,0,0,2012年12月01日(土),2012年12月15日(土),2012年12月15日(土),2012年12月18日(火),2013年12月17日(火),ガンバ大阪,ＦＣ町田ゼルビア
969,606,mini toto-A組,2,20121215,3-1,1,2312,0,0,0,0,0,17602,0,0,2012年12月01日(土),2012年12月15日(土),2012年12月15日(土),2012年12月18日(火),2013年12月17日(火),鹿島アントラーズ,ジュビロ磐田
970,606,mini toto-A組,3,20121215,4-3,1,2312,0,0,0,0,0,17602,0,0,2012年12月01日(土),2012年12月15日(土),2012年12月15日(土),2012年12月18日(火),2013年12月17日(火),大宮アルディージャ,川崎フロンターレ
971,606,mini toto-A組,4,20121215,5-2,1,2312,0,0,0,0,0,17602,0,0,2012年12月01日(土),2012年12月15日(土),2012年12月15日(土),2012年12月18日(火),2013年12月17日(火),名古屋グランパス,ロアッソ熊本
972,606,mini toto-A組,5,20121215,0-2,2,2312,0,0,0,0,0,17602,0,0,2012年12月01日(土),2012年12月15日(土),2012年12月15日(土),2012年12月18日(火),2013年12月17日(火),浦和レッズ,横浜Ｆ・マリノス
973,609,toto,1,20130302,1-1,0,0,561477,36820,62887195,0,0,0,24,366,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),ベガルタ仙台,ヴァンフォーレ甲府
974,609,toto,2,20130302,4-2,1,0,561477,36820,62887195,0,0,0,24,366,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),横浜Ｆ・マリノス,湘南ベルマーレ
975,609,toto,3,20130302,1-1,0,0,561477,36820,62887195,0,0,0,24,366,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),名古屋グランパス,ジュビロ磐田
976,609,toto,4,20130302,1-2,2,0,561477,36820,62887195,0,0,0,24,366,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),サンフレッチェ広島,浦和レッズ
977,609,toto,5,20130302,1-1,0,0,561477,36820,62887195,0,0,0,24,366,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),サガン鳥栖,鹿島アントラーズ
978,609,toto,6,20130302,1-0,1,0,561477,36820,62887195,0,0,0,24,366,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),セレッソ大阪,アルビレックス新潟
979,609,toto,7,20130302,2-2,0,0,561477,36820,62887195,0,0,0,24,366,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),大宮アルディージャ,清水エスパルス
980,609,toto,8,20130302,1-2,2,0,561477,36820,62887195,0,0,0,24,366,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),大分トリニータ,ＦＣ東京
981,609,toto,9,20130303,3-1,1,0,561477,36820,62887195,0,0,0,24,366,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),柏レイソル,川崎フロンターレ
982,609,toto,10,20130303,0-1,2,0,561477,36820,62887195,0,0,0,24,366,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),徳島ヴォルティス,ヴィッセル神戸
983,609,toto,11,20130303,0-2,2,0,561477,36820,62887195,0,0,0,24,366,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),ＦＣ岐阜,横浜ＦＣ
984,609,toto,12,20130303,1-2,2,0,561477,36820,62887195,0,0,0,24,366,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),ギラヴァンツ北九州,カターレ富山
985,609,toto,13,20130303,1-2,2,0,561477,36820,62887195,0,0,0,24,366,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),ロアッソ熊本,ガイナーレ鳥取
986,609,mini toto-A組,1,20130302,1-1,0,19477,0,0,0,0,0,607,0,0,2013年02月10日(日),2013年03月02日(土),2013年03月02日(土),2013年03月05日(火),2014年03月04日(火),ベガルタ仙台,ヴァンフォーレ甲府
987,609,mini toto-A組,2,20130302,4-2,1,19477,0,0,0,0,0,607,0,0,2013年02月10日(日),2013年03月02日(土),2013年03月02日(土),2013年03月05日(火),2014年03月04日(火),横浜Ｆ・マリノス,湘南ベルマーレ
988,609,mini toto-A組,3,20130302,1-1,0,19477,0,0,0,0,0,607,0,0,2013年02月10日(日),2013年03月02日(土),2013年03月02日(土),2013年03月05日(火),2014年03月04日(火),名古屋グランパス,ジュビロ磐田
989,609,mini toto-A組,4,20130302,1-2,2,19477,0,0,0,0,0,607,0,0,2013年02月10日(日),2013年03月02日(土),2013年03月02日(土),2013年03月05日(火),2014年03月04日(火),サンフレッチェ広島,浦和レッズ
990,609,mini toto-A組,5,20130302,1-1,0,19477,0,0,0,0,0,607,0,0,2013年02月10日(日),2013年03月02日(土),2013年03月02日(土),2013年03月05日(火),2014年03月04日(火),サガン鳥栖,鹿島アントラーズ
991,609,mini toto-B組,1,20130302,1-0,1,1740,0,0,0,0,0,4480,0,0,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),セレッソ大阪,アルビレックス新潟
992,609,mini toto-B組,2,20130302,2-2,0,1740,0,0,0,0,0,4480,0,0,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),大宮アルディージャ,清水エスパルス
993,609,mini toto-B組,3,20130302,1-2,2,1740,0,0,0,0,0,4480,0,0,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),大分トリニータ,ＦＣ東京
994,609,mini toto-B組,4,20130303,3-1,1,1740,0,0,0,0,0,4480,0,0,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),柏レイソル,川崎フロンターレ
995,609,mini toto-B組,5,20130303,0-1,2,1740,0,0,0,0,0,4480,0,0,2013年02月10日(日),2013年03月02日(土),2013年03月03日(日),2013年03月05日(火),2014年03月04日(火),徳島ヴォルティス,ヴィッセル神戸
996,610,toto,1,20130309,1-2,2,0,965664,47830,134987160,0,0,0,16,323,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),アルビレックス新潟,サンフレッチェ広島
997,610,toto,2,20130309,3-2,1,0,965664,47830,134987160,0,0,0,16,323,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),鹿島アントラーズ,ベガルタ仙台
998,610,toto,3,20130309,3-0,1,0,965664,47830,134987160,0,0,0,16,323,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),ＦＣ東京,柏レイソル
999,610,toto,4,20130309,1-2,2,0,965664,47830,134987160,0,0,0,16,323,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),ヴァンフォーレ甲府,セレッソ大阪
1000,610,toto,5,20130309,0-5,2,0,965664,47830,134987160,0,0,0,16,323,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),清水エスパルス,横浜Ｆ・マリノス
1001,610,toto,6,20130309,1-1,0,0,965664,47830,134987160,0,0,0,16,323,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),湘南ベルマーレ,サガン鳥栖
1002,610,toto,7,20130309,1-1,0,0,965664,47830,134987160,0,0,0,16,323,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),川崎フロンターレ,大分トリニータ
1003,610,toto,8,20130309,0-1,2,0,965664,47830,134987160,0,0,0,16,323,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),ジュビロ磐田,大宮アルディージャ
1004,610,toto,9,20130309,1-0,1,0,965664,47830,134987160,0,0,0,16,323,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),浦和レッズ,名古屋グランパス
1005,610,toto,10,20130310,0-0,0,0,965664,47830,134987160,0,0,0,16,323,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),ザスパクサツ群馬,ガイナーレ鳥取
1006,610,toto,11,20130310,0-0,0,0,965664,47830,134987160,0,0,0,16,323,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),ファジアーノ岡山,ギラヴァンツ北九州
1007,610,toto,12,20130310,1-0,1,0,965664,47830,134987160,0,0,0,16,323,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),水戸ホーリーホック,カターレ富山
1008,610,toto,13,20130310,1-1,0,0,965664,47830,134987160,0,0,0,16,323,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),愛媛ＦＣ,松本山雅ＦＣ
1009,610,mini toto-A組,1,20130309,1-2,2,3303,0,0,0,0,0,3288,0,0,2013年03月02日(土),2013年03月09日(土),2013年03月09日(土),2013年03月12日(火),2014年03月11日(火),アルビレックス新潟,サンフレッチェ広島
1010,610,mini toto-A組,2,20130309,3-2,1,3303,0,0,0,0,0,3288,0,0,2013年03月02日(土),2013年03月09日(土),2013年03月09日(土),2013年03月12日(火),2014年03月11日(火),鹿島アントラーズ,ベガルタ仙台
1011,610,mini toto-A組,3,20130309,3-0,1,3303,0,0,0,0,0,3288,0,0,2013年03月02日(土),2013年03月09日(土),2013年03月09日(土),2013年03月12日(火),2014年03月11日(火),ＦＣ東京,柏レイソル
1012,610,mini toto-A組,4,20130309,1-2,2,3303,0,0,0,0,0,3288,0,0,2013年03月02日(土),2013年03月09日(土),2013年03月09日(土),2013年03月12日(火),2014年03月11日(火),ヴァンフォーレ甲府,セレッソ大阪
1013,610,mini toto-A組,5,20130309,0-5,2,3303,0,0,0,0,0,3288,0,0,2013年03月02日(土),2013年03月09日(土),2013年03月09日(土),2013年03月12日(火),2014年03月11日(火),清水エスパルス,横浜Ｆ・マリノス
1014,610,mini toto-B組,1,20130309,1-1,0,22626,0,0,0,0,0,355,0,0,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),川崎フロンターレ,大分トリニータ
1015,610,mini toto-B組,2,20130309,0-1,2,22626,0,0,0,0,0,355,0,0,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),ジュビロ磐田,大宮アルディージャ
1016,610,mini toto-B組,3,20130309,1-0,1,22626,0,0,0,0,0,355,0,0,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),浦和レッズ,名古屋グランパス
1017,610,mini toto-B組,4,20130310,0-0,0,22626,0,0,0,0,0,355,0,0,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),ザスパクサツ群馬,ガイナーレ鳥取
1018,610,mini toto-B組,5,20130310,0-0,0,22626,0,0,0,0,0,355,0,0,2013年03月02日(土),2013年03月09日(土),2013年03月10日(日),2013年03月12日(火),2014年03月11日(火),ファジアーノ岡山,ギラヴァンツ北九州
1019,611,toto,1,20130316,2-1,1,0,787181,54430,230496770,0,0,0,26,376,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),ベガルタ仙台,柏レイソル
1020,611,toto,2,20130316,2-1,1,0,787181,54430,230496770,0,0,0,26,376,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),横浜Ｆ・マリノス,ジュビロ磐田
1021,611,toto,3,20130316,5-4,1,0,787181,54430,230496770,0,0,0,26,376,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),サガン鳥栖,川崎フロンターレ
1022,611,toto,4,20130316,1-1,0,0,787181,54430,230496770,0,0,0,26,376,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),大宮アルディージャ,アルビレックス新潟
1023,611,toto,5,20130316,1-0,1,0,787181,54430,230496770,0,0,0,26,376,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),セレッソ大阪,ＦＣ東京
1024,611,toto,6,20130316,2-2,0,0,787181,54430,230496770,0,0,0,26,376,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),大分トリニータ,浦和レッズ
1025,611,toto,7,20130316,1-1,0,0,787181,54430,230496770,0,0,0,26,376,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),湘南ベルマーレ,清水エスパルス
1026,611,toto,8,20130316,0-1,2,0,787181,54430,230496770,0,0,0,26,376,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),ヴァンフォーレ甲府,名古屋グランパス
1027,611,toto,9,20130317,0-0,0,0,787181,54430,230496770,0,0,0,26,376,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),サンフレッチェ広島,鹿島アントラーズ
1028,611,toto,10,20130317,1-2,2,0,787181,54430,230496770,0,0,0,26,376,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),松本山雅ＦＣ,ロアッソ熊本
1029,611,toto,11,20130317,1-2,2,0,787181,54430,230496770,0,0,0,26,376,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),アビスパ福岡,京都サンガF.C.
1030,611,toto,12,20130317,2-0,1,0,787181,54430,230496770,0,0,0,26,376,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),モンテディオ山形,Ｖ・ファーレン長崎
1031,611,toto,13,20130317,0-0,0,0,787181,54430,230496770,0,0,0,26,376,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),栃木ＳＣ,ジェフユナイテッド千葉
1032,611,mini toto-A組,1,20130316,2-1,1,6751,0,0,0,0,0,1566,0,0,2013年03月09日(土),2013年03月16日(土),2013年03月16日(土),2013年03月19日(火),2014年03月18日(火),ベガルタ仙台,柏レイソル
1033,611,mini toto-A組,2,20130316,2-1,1,6751,0,0,0,0,0,1566,0,0,2013年03月09日(土),2013年03月16日(土),2013年03月16日(土),2013年03月19日(火),2014年03月18日(火),横浜Ｆ・マリノス,ジュビロ磐田
1034,611,mini toto-A組,3,20130316,5-4,1,6751,0,0,0,0,0,1566,0,0,2013年03月09日(土),2013年03月16日(土),2013年03月16日(土),2013年03月19日(火),2014年03月18日(火),サガン鳥栖,川崎フロンターレ
1035,611,mini toto-A組,4,20130316,1-1,0,6751,0,0,0,0,0,1566,0,0,2013年03月09日(土),2013年03月16日(土),2013年03月16日(土),2013年03月19日(火),2014年03月18日(火),大宮アルディージャ,アルビレックス新潟
1036,611,mini toto-A組,5,20130316,1-0,1,6751,0,0,0,0,0,1566,0,0,2013年03月09日(土),2013年03月16日(土),2013年03月16日(土),2013年03月19日(火),2014年03月18日(火),セレッソ大阪,ＦＣ東京
1037,611,mini toto-B組,1,20130316,2-2,0,66663,0,0,0,0,0,129,0,0,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),大分トリニータ,浦和レッズ
1038,611,mini toto-B組,2,20130316,1-1,0,66663,0,0,0,0,0,129,0,0,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),湘南ベルマーレ,清水エスパルス
1039,611,mini toto-B組,3,20130316,0-1,2,66663,0,0,0,0,0,129,0,0,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),ヴァンフォーレ甲府,名古屋グランパス
1040,611,mini toto-B組,4,20130317,0-0,0,66663,0,0,0,0,0,129,0,0,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),サンフレッチェ広島,鹿島アントラーズ
1041,611,mini toto-B組,5,20130317,1-2,2,66663,0,0,0,0,0,129,0,0,2013年03月09日(土),2013年03月16日(土),2013年03月17日(日),2013年03月19日(火),2014年03月18日(火),松本山雅ＦＣ,ロアッソ熊本
1042,612,toto,1,20130320,1-1,0,0,2012216,171260,305621260,0,0,0,8,94,2013年03月13日(水),2013年03月20日(水),2013年03月20日(水),2013年03月22日(金),2014年03月24日(月),清水エスパルス,ヴァンフォーレ甲府
